"c2014","c2015","c2016","c2017","c2018","c2019","c2020","c2021","c2022"
"CKW20180328121",284,379,"花纹卷",2,25.963,11,"2018-03-28 18:35:36","2018-03-28 18:35:36"
"CKW20180328123",427,3115,"冷卷",1,4.151,11,"2018-03-28 18:39:29","2018-03-28 18:39:29"
"CKW20180328124",210,3115,"冷卷",1,8.141,11,"2018-03-28 18:39:45","2018-03-28 18:39:45"
"CK201803281044",952,316,"H型钢",36,127.0304,11,"2018-03-28 18:40:31","2018-03-28 18:40:31"
"CK201803281046",952,316,"H型钢",21,83.6136,11,"2018-03-28 18:42:26","2018-03-28 18:42:26"
"CKW20180328125",948,3105,"低合金卷",2,35.798,11,"2018-03-28 18:43:17","2018-03-28 18:43:17"
"CK201803281048",2121,376,"低合金中板",3,7.4347,11,"2018-03-28 18:43:29","2018-03-28 18:43:29"
"CKW20180328126",948,3105,"低合金卷",2,36.4385,11,"2018-03-28 18:44:09","2018-03-28 18:44:09"
"CK201803281032",364,3115,"冷卷",1,5.53,11,"2018-03-28 18:29:11","2018-03-28 18:45:23"
"CKW20180328127",948,3105,"低合金卷",1,18.1055,11,"2018-03-28 18:45:28","2018-03-28 18:45:28"
"CK201803281049",427,3109,"热卷",2,41.503,11,"2018-03-28 18:45:04","2018-03-28 18:45:38"
"CK201803281052",200,33419,"矩形坯",36,55.6339,11,"2018-03-28 18:46:25","2018-03-28 18:46:25"
"CK201803281053",502,33419,"矩形坯",36,55.6339,11,"2018-03-28 18:47:32","2018-03-28 18:47:51"
"CK201803281045",250,3115,"冷卷",2,11.151,11,"2018-03-28 18:42:41","2018-03-28 18:49:38"
"CK20180328972",250,3115,"冷卷",1,3.906,11,"2018-03-28 17:45:58","2018-03-28 18:49:58"
"CK201803281021",2049,3109,"热卷",1,15.666,11,"2018-03-28 18:12:42","2018-03-28 18:50:10"
"CK201803281024",177,3115,"冷卷",1,5.285,11,"2018-03-28 18:20:11","2018-03-28 18:50:12"
"CK201803281055",200,33419,"矩形坯",36,55.4316,11,"2018-03-28 18:51:06","2018-03-28 18:51:06"
"CKW20180328128",250,3115,"冷卷",1,5.313,11,"2018-03-28 18:51:29","2018-03-28 18:51:29"
"CK201803281057",952,3120,"酸洗卷",1,6.447,11,"2018-03-28 18:51:47","2018-03-28 18:51:47"
"CK201803281056",502,33419,"矩形坯",36,55.4316,11,"2018-03-28 18:52:07","2018-03-28 18:52:26"
"CKW20180328129",250,3115,"冷卷",1,4.949,11,"2018-03-28 18:53:17","2018-03-28 18:53:17"
"CKW20180328130",1850,3115,"冷卷",1,3.962,11,"2018-03-28 18:54:16","2018-03-28 18:54:16"
"CK201803281036",177,3115,"冷卷",1,5.0225,11,"2018-03-28 18:35:27","2018-03-28 18:56:06"
"CK201803281023",471,3115,"冷卷",2,7.371,11,"2018-03-28 18:13:59","2018-03-28 18:56:26"
"CK201803281030",471,3115,"冷卷",1,3.549,11,"2018-03-28 18:25:12","2018-03-28 18:56:41"
"CK201803281061",200,33419,"矩形坯",36,55.8439,11,"2018-03-28 18:57:23","2018-03-28 18:57:23"
"CKW20180328131",1556,3109,"热卷",8,44.723,11,"2018-03-28 18:58:12","2018-03-28 18:58:12"
"CK201803281062",502,33419,"矩形坯",36,55.8439,11,"2018-03-28 18:59:19","2018-03-28 18:59:38"
"CKW20180328132",1668,3115,"冷卷",2,9.261,11,"2018-03-28 19:00:20","2018-03-28 19:00:20"
"CK201803281068",200,33419,"矩形坯",36,55.4841,11,"2018-03-28 19:03:23","2018-03-28 19:03:23"
"CK201803281069",502,33419,"矩形坯",36,55.4841,11,"2018-03-28 19:05:24","2018-03-28 19:05:47"
"CK201803281070",1178,3128,"螺纹钢",23,45.1192,11,"2018-03-28 19:04:44","2018-03-28 19:07:23"
"CKW20180328133",291,3109,"热卷",8,61.7295,11,"2018-03-28 19:07:34","2018-03-28 19:07:34"
"CK201803281071",2331,3128,"螺纹钢",22,31.5455,11,"2018-03-28 19:04:43","2018-03-28 19:09:00"
"CK201803281076",2462,3128,"螺纹钢",69,136.2214,11,"2018-03-28 19:10:00","2018-03-28 19:10:00"
"CK201803281075",192,3114,"冷板",5,19.201,11,"2018-03-28 19:12:51","2018-03-28 19:13:16"
"CKW20180328134",194,3109,"热卷",1,20.181,11,"2018-03-28 19:14:23","2018-03-28 19:14:23"
"CK201803281084",200,33419,"矩形坯",36,55.3833,11,"2018-03-28 19:16:23","2018-03-28 19:16:23"
"CK201803281094",1400,3120,"酸洗卷",2,15.169,11,"2018-03-28 19:17:23","2018-03-28 19:17:23"
"CK201803281094",1400,3109,"热卷",13,81.823,11,"2018-03-28 19:17:23","2018-03-28 19:17:23"
"CK201803281095",2462,3128,"螺纹钢",1,2.0454,11,"2018-03-28 19:18:08","2018-03-28 19:18:08"
"CK201803281088",502,33419,"矩形坯",36,55.3833,11,"2018-03-28 19:18:04","2018-03-28 19:18:26"
"CK201803281092",312,3114,"冷板",1,3.304,11,"2018-03-28 19:18:08","2018-03-28 19:18:49"
"CKW20180328135",273,3109,"热卷",1,14.056,11,"2018-03-28 19:19:09","2018-03-28 19:19:09"
"CKW20180328136",194,3109,"热卷",2,29.344,11,"2018-03-28 19:20:21","2018-03-28 19:20:21"
"CK201803281096",427,372,"普碳中板",1,2.0769,11,"2018-03-28 19:20:37","2018-03-28 19:20:57"
"CK201803281077",427,3109,"热卷",2,41.3245,11,"2018-03-28 19:13:41","2018-03-28 19:21:21"
"CK201803281047",427,3109,"热卷",1,20.8635,11,"2018-03-28 18:43:17","2018-03-28 19:21:35"
"CKW20180328137",194,3109,"热卷",1,14.728,11,"2018-03-28 19:21:37","2018-03-28 19:21:37"
"CKW20180328138",273,3109,"热卷",1,13.328,11,"2018-03-28 19:22:50","2018-03-28 19:22:50"
"CKW20180328139",194,3109,"热卷",1,20.237,11,"2018-03-28 19:23:21","2018-03-28 19:23:21"
"CK201803281099",216,3109,"热卷",1,12.075,11,"2018-03-28 19:21:43","2018-03-28 19:29:19"
"CK201803281064",216,3109,"热卷",1,12.054,11,"2018-03-28 19:01:54","2018-03-28 19:29:31"
"CK201803281098",381,3109,"热卷",1,23.548,11,"2018-03-28 19:21:19","2018-03-28 19:31:24"
"CK201803281103",961,3105,"低合金卷",1,18.2315,11,"2018-03-28 19:29:22","2018-03-28 19:32:43"
"CKW20180328140",291,3109,"热卷",4,28.189,11,"2018-03-28 19:32:44","2018-03-28 19:32:44"
"CK201803281116",961,3105,"低合金卷",2,36.568,11,"2018-03-28 19:33:07","2018-03-28 19:33:38"
"CK201803281093",702,3109,"热卷",4,79.5305,11,"2018-03-28 19:18:39","2018-03-28 19:34:11"
"CK201803281087",216,3109,"热卷",1,15.295,11,"2018-03-28 19:17:45","2018-03-28 19:36:27"
"CK201803281111",760,3105,"低合金卷",1,14.357,11,"2018-03-28 19:32:12","2018-03-28 19:36:50"
"CK201803281125",200,33419,"矩形坯",32,49.4039,11,"2018-03-28 19:44:18","2018-03-28 19:44:18"
"CK201803281127",948,376,"低合金中板",8,17.6491,11,"2018-03-28 19:45:32","2018-03-28 19:45:55"
"CKW20180328141",291,3109,"热卷",6,43.75,11,"2018-03-28 19:46:08","2018-03-28 19:46:08"
"CK201803281128",502,33419,"矩形坯",32,49.4039,11,"2018-03-28 19:45:52","2018-03-28 19:46:15"
"CK201803281129",1737,376,"低合金中板",1,2.7475,11,"2018-03-28 19:46:01","2018-03-28 19:46:21"
"CK201803281115",194,3109,"热卷",1,20.3105,11,"2018-03-28 19:33:16","2018-03-28 19:53:25"
"CK201803281139",364,3115,"冷卷",1,4.9,11,"2018-03-28 19:53:05","2018-03-28 19:53:28"
"CK201803281122",194,3109,"热卷",1,14.728,11,"2018-03-28 19:42:14","2018-03-28 19:53:49"
"CK201803281140",292,3109,"热卷",1,19.95,11,"2018-03-28 19:54:24","2018-03-28 19:54:44"
"CK201803281142",2213,316,"H型钢",2,6.0564,11,"2018-03-28 19:55:16","2018-03-28 19:55:16"
"CK201803281150",2213,316,"H型钢",24,82.908,11,"2018-03-28 19:59:38","2018-03-28 19:59:38"
"CK201803281119",972,3115,"冷卷",2,9.016,11,"2018-03-28 19:39:46","2018-03-28 20:04:12"
"CK201803281072",177,3115,"冷卷",1,6.1565,11,"2018-03-28 19:10:47","2018-03-28 20:05:14"
"CK201803281157",471,3114,"冷板",1,3.864,11,"2018-03-28 20:09:00","2018-03-28 20:09:21"
"CK201803281161",471,3114,"冷板",1,3.507,11,"2018-03-28 20:10:26","2018-03-28 20:10:50"
"CK201803281141",250,3115,"冷卷",2,11.123,11,"2018-03-28 19:56:16","2018-03-28 20:11:04"
"CK201803281089",250,3115,"冷卷",4,21.889,11,"2018-03-28 19:18:11","2018-03-28 20:11:19"
"CK201803281149",297,3115,"冷卷",1,4.599,11,"2018-03-28 20:02:25","2018-03-28 20:11:33"
"CK201803281126",1225,3119,"镀锌卷",2,8.302,11,"2018-03-28 19:45:24","2018-03-28 20:11:35"
"CK201803281166",200,33419,"矩形坯",36,55.6899,11,"2018-03-28 20:13:15","2018-03-28 20:13:15"
"CK201803281167",2197,3109,"热卷",4,50.61,11,"2018-03-28 20:13:05","2018-03-28 20:14:10"
"CK201803281169",502,33419,"矩形坯",36,55.6899,11,"2018-03-28 20:14:39","2018-03-28 20:15:01"
"CK201803281153",364,3115,"冷卷",1,4.711,11,"2018-03-28 20:06:50","2018-03-28 20:22:03"
"CK201803281152",364,3115,"冷卷",2,6.566,11,"2018-03-28 20:06:29","2018-03-28 20:22:50"
"CK201803281158",364,3115,"冷卷",1,4.746,11,"2018-03-28 20:09:54","2018-03-28 20:24:43"
"CK201803281187",1178,3128,"螺纹钢",21,41.1502,11,"2018-03-28 20:32:37","2018-03-28 20:33:36"
"CK201803281190",200,33419,"矩形坯",36,55.6402,11,"2018-03-28 20:35:57","2018-03-28 20:35:57"
"CK201803281174",702,3109,"热卷",2,39.613,11,"2018-03-28 20:21:52","2018-03-28 20:36:50"
"CK201803281168",702,3109,"热卷",2,39.7215,11,"2018-03-28 20:14:39","2018-03-28 20:37:35"
"CK201803281191",502,33419,"矩形坯",36,55.6402,11,"2018-03-28 20:37:13","2018-03-28 20:37:35"
"CK201803281194",1851,372,"普碳中板",10,28.3612,11,"2018-03-28 20:39:30","2018-03-28 20:39:51"
"CK201803281176",972,3115,"冷卷",3,9.38,11,"2018-03-28 20:25:07","2018-03-28 20:42:18"
"CK201803281143",972,3115,"冷卷",1,3.052,11,"2018-03-28 19:57:09","2018-03-28 20:42:43"
"CK201803281160",427,3115,"冷卷",2,9.737,11,"2018-03-28 20:10:28","2018-03-28 20:46:15"
"CK201803281159",972,3115,"冷卷",1,3.948,11,"2018-03-28 20:10:12","2018-03-28 20:46:53"
"CK201803281198",2197,3109,"热卷",3,38.01,11,"2018-03-28 20:42:16","2018-03-28 20:48:13"
"CK201803281184",2197,3109,"热卷",1,12.698,11,"2018-03-28 20:31:47","2018-03-28 20:48:28"
"CK201803281189",2197,3109,"热卷",4,50.624,11,"2018-03-28 20:35:54","2018-03-28 20:51:41"
"CK201803281114",381,3105,"低合金卷",2,13.909,11,"2018-03-28 19:32:37","2018-03-28 20:52:57"
"CK201803281207",169,3119,"镀锌卷",24,136.241,11,"2018-03-28 20:55:45","2018-03-28 20:55:45"
"CK201803281200",843,3120,"酸洗卷",1,6.447,11,"2018-03-28 20:49:38","2018-03-28 20:59:07"
"CK201803281209",1632,323,"无缝管",47,26.7239,11,"2018-03-28 21:02:39","2018-03-28 21:03:01"
"CK201803281208",1904,3109,"热卷",1,19.74,11,"2018-03-28 20:58:13","2018-03-28 21:06:48"
"CK201803281222",200,33419,"矩形坯",36,55.7669,11,"2018-03-28 21:07:41","2018-03-28 21:07:41"
"CK201803281223",502,33419,"矩形坯",36,55.7669,11,"2018-03-28 21:09:39","2018-03-28 21:10:02"
"CK201803281199",1600,3115,"冷卷",1,3.409,11,"2018-03-28 20:45:59","2018-03-28 21:12:15"
"CK201803281206",1600,3115,"冷卷",1,3.626,11,"2018-03-28 20:56:55","2018-03-28 21:12:55"
"CK201803281202",219,3109,"热卷",1,6.825,11,"2018-03-28 20:50:28","2018-03-28 21:15:00"
"CK201803281201",219,3109,"热卷",6,40.558,11,"2018-03-28 20:49:53","2018-03-28 21:15:17"
"CK201803281224",471,3114,"冷板",1,3.36,11,"2018-03-28 21:15:10","2018-03-28 21:15:58"
"CK201803281228",1851,372,"普碳中板",5,14.168,11,"2018-03-28 21:21:20","2018-03-28 21:21:42"
"CK201803281234",972,3114,"冷板",1,3.962,11,"2018-03-28 21:24:15","2018-03-28 21:24:37"
"CK201803281225",1711,3120,"酸洗卷",10,62.041,11,"2018-03-28 21:17:45","2018-03-28 21:27:17"
"CK201803281253",200,33419,"矩形坯",36,55.3819,11,"2018-03-28 21:32:29","2018-03-28 21:32:29"
"CK201803281254",502,33419,"矩形坯",36,55.3819,11,"2018-03-28 21:33:57","2018-03-28 21:34:18"
"CK201803281260",2229,3128,"螺纹钢",29,50.0752,11,"2018-03-28 21:33:29","2018-03-28 21:35:52"
"CK201803281229",1201,3115,"冷卷",1,4.844,11,"2018-03-28 21:21:28","2018-03-28 21:36:12"
"CK201803281262",2331,3128,"螺纹钢",28,54.2654,11,"2018-03-28 21:37:23","2018-03-28 21:39:14"
"CK201803281263",501,3128,"螺纹钢",18,37.1,11,"2018-03-28 21:38:57","2018-03-28 21:39:35"
"CK201803281259",364,3115,"冷卷",4,15.981,11,"2018-03-28 21:35:02","2018-03-28 21:44:17"
"CK201803281188",364,3115,"冷卷",2,7.231,11,"2018-03-28 20:34:14","2018-03-28 21:44:56"
"CK201803281257",364,3115,"冷卷",2,7.266,11,"2018-03-28 21:34:24","2018-03-28 21:45:20"
"CK201803281269",200,33419,"矩形坯",36,55.5716,11,"2018-03-28 21:49:39","2018-03-28 21:49:39"
"CK201803281271",502,33419,"矩形坯",36,55.5716,11,"2018-03-28 21:50:36","2018-03-28 21:50:58"
"CK201803281282",200,33419,"矩形坯",32,49.5488,11,"2018-03-28 22:00:06","2018-03-28 22:00:06"
"CK201803281283",502,33419,"矩形坯",32,49.5488,11,"2018-03-28 22:02:39","2018-03-28 22:03:02"
"CK201803281287",169,3105,"低合金卷",4,30.051,11,"2018-03-28 22:07:06","2018-03-28 22:07:06"
"CK201803281266",1638,33441,"不锈钢冷卷",1,6.188,11,"2018-03-28 21:41:35","2018-03-28 22:10:02"
"CK201803281244",1638,33441,"不锈钢冷卷",3,14.6251,11,"2018-03-28 21:27:53","2018-03-28 22:10:29"
"CK201803281261",1638,33441,"不锈钢冷卷",2,10.8801,11,"2018-03-28 21:38:47","2018-03-28 22:10:47"
"CK201803281284",1638,33441,"不锈钢冷卷",3,11.6606,11,"2018-03-28 22:04:25","2018-03-28 22:10:58"
"CK201803281288",200,33419,"矩形坯",36,55.6311,11,"2018-03-28 22:11:08","2018-03-28 22:11:08"
"CK201803281241",1638,33441,"不锈钢冷卷",2,11.9966,11,"2018-03-28 21:26:58","2018-03-28 22:11:08"
"CK201803281291",169,394,"大梁卷",2,10.528,11,"2018-03-28 22:12:17","2018-03-28 22:12:17"
"CK201803281290",502,33419,"矩形坯",36,55.6311,11,"2018-03-28 22:12:38","2018-03-28 22:13:05"
"CK201803281295",169,394,"大梁卷",2,12.306,11,"2018-03-28 22:13:33","2018-03-28 22:13:33"
"CK201803281297",2213,316,"H型钢",3,9.6544,11,"2018-03-28 22:15:31","2018-03-28 22:15:55"
"CK201803281296",1639,33441,"不锈钢冷卷",4,15.799,11,"2018-03-28 22:15:05","2018-03-28 22:19:17"
"CK201803281275",1639,33441,"不锈钢冷卷",1,4.4667,11,"2018-03-28 21:55:06","2018-03-28 22:19:33"
"CK201803281278",177,3115,"冷卷",4,32.1895,11,"2018-03-28 21:58:43","2018-03-28 22:21:47"
"CK201803281289",177,3115,"冷卷",1,8.2635,11,"2018-03-28 22:12:25","2018-03-28 22:22:00"
"CK201803281279",219,3120,"酸洗卷",2,15.169,11,"2018-03-28 21:59:51","2018-03-28 22:23:52"
"CK201803281273",219,3109,"热卷",2,12.621,11,"2018-03-28 21:54:21","2018-03-28 22:24:20"
"CK201803281274",219,3109,"热卷",2,10.885,11,"2018-03-28 21:54:36","2018-03-28 22:24:49"
"CK201803281180",616,3115,"冷卷",1,3.605,11,"2018-03-28 20:29:35","2018-03-28 22:25:10"
"CK201803281272",219,3109,"热卷",2,10.934,11,"2018-03-28 21:54:07","2018-03-28 22:25:12"
"CK201803281179",616,3115,"冷卷",2,7.392,11,"2018-03-28 20:26:52","2018-03-28 22:25:34"
"CK201803281304",616,3114,"冷板",3,9.702,11,"2018-03-28 22:26:19","2018-03-28 22:26:40"
"CK201803281292",427,3109,"热卷",3,62.426,11,"2018-03-28 22:13:34","2018-03-28 22:26:51"
"CK201803281308",200,33419,"矩形坯",36,55.3168,11,"2018-03-28 22:30:38","2018-03-28 22:30:38"
"CK201803281309",502,33419,"矩形坯",36,55.3168,11,"2018-03-28 22:32:04","2018-03-28 22:32:27"
"CK201803281310",364,3115,"冷卷",2,6.979,11,"2018-03-28 22:33:03","2018-03-28 22:37:38"
"CK201803281301",364,3115,"冷卷",1,3.311,11,"2018-03-28 22:21:37","2018-03-28 22:38:30"
"CK201803281307",1711,3120,"酸洗卷",6,36.155,11,"2018-03-28 22:28:29","2018-03-28 22:38:54"
"CK201803281298",364,3115,"冷卷",1,4.046,11,"2018-03-28 22:15:48","2018-03-28 22:38:59"
"CK201803281313",200,33419,"矩形坯",36,55.7984,11,"2018-03-28 22:41:22","2018-03-28 22:41:22"
"CK201803281316",502,33419,"矩形坯",36,55.7984,11,"2018-03-28 22:42:55","2018-03-28 22:43:22"
"CK201803281317",433,372,"普碳中板",2,2.9008,11,"2018-03-28 22:43:20","2018-03-28 22:43:42"
"CK201803281318",823,310,"等边角钢",16,40.7232,11,"2018-03-28 22:45:33","2018-03-28 22:45:57"
"CK201803281330",200,33419,"矩形坯",36,55.2741,11,"2018-03-28 22:57:32","2018-03-28 22:57:32"
"CK201803281331",502,33419,"矩形坯",36,55.2741,11,"2018-03-28 22:58:53","2018-03-28 22:59:16"
"CK201803281332",200,33419,"矩形坯",36,55.5744,11,"2018-03-28 23:12:15","2018-03-28 23:12:15"
"CK201803281333",502,33419,"矩形坯",36,55.5744,11,"2018-03-28 23:13:23","2018-03-28 23:13:45"
"CK201803281334",200,33419,"矩形坯",36,55.3259,11,"2018-03-28 23:33:58","2018-03-28 23:33:58"
"CK201803281335",502,33419,"矩形坯",36,55.3259,11,"2018-03-28 23:35:11","2018-03-28 23:35:34"
"CK201803281336",2197,3109,"热卷",4,50.519,11,"2018-03-28 23:44:21","2018-03-28 23:54:31"
"CK20180329002",961,372,"普碳中板",1,2.7125,11,"2018-03-29 00:07:52","2018-03-29 00:08:22"
"CK20180329001",1711,3120,"酸洗卷",10,63.875,11,"2018-03-29 00:08:06","2018-03-29 00:13:50"
"CKW20180329001",1434,3109,"热卷",10,200.424,11,"2018-03-29 00:21:52","2018-03-29 00:21:52"
"CK20180329003",1476,3109,"热卷",1,7.259,11,"2018-03-29 00:17:40","2018-03-29 00:26:46"
"CK20180329006",200,33419,"矩形坯",36,55.4981,11,"2018-03-29 00:28:56","2018-03-29 00:28:56"
"CK20180329007",502,33419,"矩形坯",36,55.4981,11,"2018-03-29 00:29:57","2018-03-29 00:30:19"
"CK20180329022",200,33419,"矩形坯",32,49.5985,11,"2018-03-29 00:41:25","2018-03-29 00:41:25"
"CK20180329027",502,33419,"矩形坯",32,49.5985,11,"2018-03-29 00:43:29","2018-03-29 00:43:51"
"CK20180329030",433,372,"普碳中板",15,44.695,11,"2018-03-29 00:48:32","2018-03-29 00:48:58"
"CK20180329031",2229,33527,"盘圆",24,33.5664,11,"2018-03-29 00:50:11","2018-03-29 00:50:45"
"CK20180329034",501,3128,"螺纹钢",32,66.1346,11,"2018-03-29 00:52:07","2018-03-29 00:52:29"
"CK20180329045",200,33419,"矩形坯",36,55.4463,11,"2018-03-29 01:03:34","2018-03-29 01:03:34"
"CK20180329046",502,33419,"矩形坯",36,55.4463,11,"2018-03-29 01:04:58","2018-03-29 01:05:24"
"CK20180329037",1711,3120,"酸洗卷",7,37.695,11,"2018-03-29 00:59:12","2018-03-29 01:14:10"
"CK20180329053",200,33419,"矩形坯",36,55.7116,11,"2018-03-29 01:16:28","2018-03-29 01:16:28"
"CK20180329054",502,33419,"矩形坯",36,55.7116,11,"2018-03-29 01:18:07","2018-03-29 01:18:30"
"CK20180329055",2221,372,"普碳中板",3,6.9979,11,"2018-03-29 01:18:23","2018-03-29 01:18:48"
"CK20180329055",2221,33386,"普碳中厚板",1,3.6449,11,"2018-03-29 01:18:23","2018-03-29 01:18:48"
"CK20180329062",2213,316,"H型钢",2,6.1152,11,"2018-03-29 01:27:23","2018-03-29 01:27:56"
"CK20180329063",2213,316,"H型钢",8,20.846,11,"2018-03-29 01:28:08","2018-03-29 01:28:30"
"CK20180329064",200,33419,"矩形坯",36,55.2762,11,"2018-03-29 01:30:34","2018-03-29 01:30:34"
"CK20180329065",502,33419,"矩形坯",36,55.2762,11,"2018-03-29 01:31:29","2018-03-29 01:31:49"
"CK20180329078",200,33419,"矩形坯",36,55.2104,11,"2018-03-29 01:48:55","2018-03-29 01:48:55"
"CK20180329079",502,33419,"矩形坯",36,55.2104,11,"2018-03-29 01:50:53","2018-03-29 01:51:16"
"CK20180329082",433,372,"普碳中板",9,25.2175,11,"2018-03-29 01:57:06","2018-03-29 01:57:30"
"CK20180329083",433,376,"低合金中板",15,36.6919,11,"2018-03-29 01:57:53","2018-03-29 01:59:08"
"CK20180329096",200,33419,"矩形坯",36,55.6871,11,"2018-03-29 02:19:26","2018-03-29 02:19:26"
"CK20180329097",502,33419,"矩形坯",36,55.6871,11,"2018-03-29 02:21:05","2018-03-29 02:21:28"
"CK20180329098",200,33419,"矩形坯",32,49.6636,11,"2018-03-29 02:34:38","2018-03-29 02:34:38"
"CKW20180329002",760,3109,"热卷",1,19.8135,11,"2018-03-29 02:35:32","2018-03-29 02:35:32"
"CK20180329099",502,33419,"矩形坯",32,49.6636,11,"2018-03-29 02:36:00","2018-03-29 02:36:24"
"CK20180329106",1711,3120,"酸洗卷",7,39.347,11,"2018-03-29 02:46:01","2018-03-29 02:51:14"
"CK20180329117",948,33414,"低合金中厚板",4,21.1792,11,"2018-03-29 03:07:12","2018-03-29 03:07:42"
"CK20180329118",200,33419,"矩形坯",36,55.1684,11,"2018-03-29 03:10:27","2018-03-29 03:10:27"
"CK20180329119",502,33419,"矩形坯",36,55.1684,11,"2018-03-29 03:11:25","2018-03-29 03:11:47"
"CK20180329120",948,376,"低合金中板",4,6.7893,11,"2018-03-29 03:11:50","2018-03-29 03:12:18"
"CK20180329120",948,372,"普碳中板",3,6.8663,11,"2018-03-29 03:11:50","2018-03-29 03:12:18"
"CK20180329125",2229,3128,"螺纹钢",22,43.3706,11,"2018-03-29 03:18:12","2018-03-29 03:19:12"
"CK20180329138",242,376,"低合金中板",12,19.8604,11,"2018-03-29 03:40:39","2018-03-29 03:41:05"
"CK20180329139",242,372,"普碳中板",4,7.9009,11,"2018-03-29 03:41:03","2018-03-29 03:41:28"
"CK20180329139",242,376,"低合金中板",20,37.6677,11,"2018-03-29 03:41:03","2018-03-29 03:41:28"
"CK20180329142",433,372,"普碳中板",1,3.5539,11,"2018-03-29 03:44:51","2018-03-29 03:45:14"
"CK20180329157",200,33419,"矩形坯",36,55.5933,11,"2018-03-29 04:12:07","2018-03-29 04:12:07"
"CK20180329158",502,33419,"矩形坯",36,55.5933,11,"2018-03-29 04:13:33","2018-03-29 04:13:57"
"CK20180329175",200,33419,"矩形坯",32,49.7224,11,"2018-03-29 04:46:31","2018-03-29 04:46:31"
"CK20180329178",502,33419,"矩形坯",32,49.7224,11,"2018-03-29 04:48:00","2018-03-29 04:48:24"
"CK20180329193",1851,372,"普碳中板",1,2.611,11,"2018-03-29 04:58:30","2018-03-29 04:58:52"
"CK20180329194",1851,33386,"普碳中厚板",2,4.0691,11,"2018-03-29 04:59:28","2018-03-29 04:59:54"
"CK20180329194",1851,372,"普碳中板",9,18.2896,11,"2018-03-29 04:59:28","2018-03-29 04:59:54"
"CK20180329209",433,33386,"普碳中厚板",2,14.9422,11,"2018-03-29 05:27:31","2018-03-29 05:27:56"
"CK20180329209",433,372,"普碳中板",3,11.6053,11,"2018-03-29 05:27:31","2018-03-29 05:27:56"
"CK20180329210",433,372,"普碳中板",5,11.8216,11,"2018-03-29 05:29:00","2018-03-29 05:29:21"
"CK20180329211",501,36,"盘螺",24,31.8003,11,"2018-03-29 05:37:52","2018-03-29 05:38:14"
"CK20180329214",501,36,"盘螺",24,31.7996,11,"2018-03-29 05:40:29","2018-03-29 05:40:50"
"CK20180329215",1737,376,"低合金中板",16,16.0909,11,"2018-03-29 05:44:18","2018-03-29 05:44:42"
"CK20180329215",1737,33414,"低合金中厚板",3,13.027,11,"2018-03-29 05:44:18","2018-03-29 05:44:42"
"CK20180329216",1737,376,"低合金中板",10,15.372,11,"2018-03-29 05:44:42","2018-03-29 05:45:05"
"CK20180329217",1737,376,"低合金中板",11,24.8381,11,"2018-03-29 05:45:03","2018-03-29 05:45:27"
"CK20180329220",1737,372,"普碳中板",13,26.6014,11,"2018-03-29 06:00:06","2018-03-29 06:00:40"
"CK20180329220",1737,33386,"普碳中厚板",4,10.7576,11,"2018-03-29 06:00:06","2018-03-29 06:00:40"
"CK20180329221",1737,33386,"普碳中厚板",6,16.499,11,"2018-03-29 06:06:54","2018-03-29 06:06:54"
"CK20180329221",1737,372,"普碳中板",7,19.1639,11,"2018-03-29 06:06:54","2018-03-29 06:06:54"
"CK20180329222",1737,376,"低合金中板",33,55.1103,11,"2018-03-29 06:10:46","2018-03-29 06:11:12"
"CK20180329223",1737,376,"低合金中板",6,9.8385,11,"2018-03-29 06:11:11","2018-03-29 06:11:34"
"CK20180329226",501,36,"盘螺",28,36.75,11,"2018-03-29 06:51:06","2018-03-29 06:51:57"
"CK20180329227",1851,376,"低合金中板",2,5.803,11,"2018-03-29 06:54:22","2018-03-29 06:54:51"
"CK20180329228",200,33419,"矩形坯",36,55.7935,11,"2018-03-29 07:32:01","2018-03-29 07:32:01"
"CK20180329229",502,33419,"矩形坯",36,55.7935,11,"2018-03-29 07:33:25","2018-03-29 07:33:50"
"CK20180329230",948,372,"普碳中板",1,3.6267,11,"2018-03-29 07:51:48","2018-03-29 07:52:13"
"CK20180329230",948,33386,"普碳中厚板",3,10.759,11,"2018-03-29 07:51:48","2018-03-29 07:52:13"
"CK20180329231",200,33419,"矩形坯",36,55.5625,11,"2018-03-29 08:13:00","2018-03-29 08:13:00"
"CK20180329232",502,33419,"矩形坯",36,55.5625,11,"2018-03-29 08:14:11","2018-03-29 08:14:35"
"CKW20180329003",253,3109,"热卷",1,18.1615,11,"2018-03-29 08:52:41","2018-03-29 08:52:41"
"CKW20180329004",253,3109,"热卷",1,7.476,11,"2018-03-29 08:53:23","2018-03-29 08:53:23"
"CK20180329233",200,33419,"矩形坯",36,55.5793,11,"2018-03-29 09:01:28","2018-03-29 09:01:28"
"CK20180329234",502,33419,"矩形坯",36,55.5793,11,"2018-03-29 09:02:42","2018-03-29 09:03:10"
"CK20180329247",200,33419,"矩形坯",36,55.6353,11,"2018-03-29 09:19:05","2018-03-29 09:19:05"
"CK20180329248",502,33419,"矩形坯",36,55.6353,11,"2018-03-29 09:20:20","2018-03-29 09:20:45"
"CK20180329249",1851,376,"低合金中板",1,3.3628,11,"2018-03-29 09:20:56","2018-03-29 09:20:56"
"CKW20180329005",623,3109,"热卷",1,7.252,11,"2018-03-29 09:21:54","2018-03-29 09:21:54"
