"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180329560",1161,3109,"热卷",2,24.955,2,"2018-03-30 07:26:04","2018-03-30 07:26:04"
"RK20180329569",1161,3109,"热卷",2,24.682,2,"2018-03-30 07:31:10","2018-03-30 07:31:10"
"RK20180329547",1161,3109,"热卷",2,41.853,2,"2018-03-30 07:33:57","2018-03-30 07:33:57"
"RK20180329617",169,3105,"低合金卷",2,39.9525,2,"2018-03-30 07:35:59","2018-03-30 07:35:59"
"RK20180329552",1161,3109,"热卷",1,20.1915,2,"2018-03-30 07:37:13","2018-03-30 07:37:13"
"RK20180329552",1161,3105,"低合金卷",1,20.02,2,"2018-03-30 07:37:13","2018-03-30 07:37:13"
"RK20180328390",1583,3109,"热卷",1,19.964,2,"2018-03-30 07:45:54","2018-03-30 07:45:54"
"RK20180328356",1400,3109,"热卷",1,19.719,2,"2018-03-30 07:48:32","2018-03-30 07:48:32"
"RK20180323613",2331,3128,"螺纹钢",27,41.139,2,"2018-03-30 07:48:53","2018-03-30 07:48:53"
"RK20180329614",169,3105,"低合金卷",2,29.7115,2,"2018-03-30 07:52:54","2018-03-30 07:52:54"
"RK20180329686",1434,3109,"热卷",2,39.886,2,"2018-03-30 07:55:15","2018-03-30 07:55:15"
"RK20180323620",2331,3128,"螺纹钢",27,41.0452,2,"2018-03-30 07:57:00","2018-03-30 07:57:00"
"RK20180329624",169,3105,"低合金卷",2,39.438,2,"2018-03-30 07:57:31","2018-03-30 07:57:31"
"RK20180323618",2331,3128,"螺纹钢",27,41.132,2,"2018-03-30 07:59:23","2018-03-30 07:59:23"
"RK20180323609",2331,3128,"螺纹钢",32,48.4274,2,"2018-03-30 08:01:36","2018-03-30 08:01:36"
"RK20180327594",169,3114,"冷板",10,28.84,2,"2018-03-30 08:10:48","2018-03-30 08:10:48"
"RK20180330110",2122,310,"等边角钢",17,43.0514,2,"2018-03-30 08:16:08","2018-03-30 08:16:08"
"RK20180330112",967,33330,"热轧带钢",14,39.942,2,"2018-03-30 08:16:59","2018-03-30 08:16:59"
"RK20180330113",967,33330,"热轧带钢",14,39.984,2,"2018-03-30 08:17:47","2018-03-30 08:17:47"
"RK20180330114",967,33330,"热轧带钢",14,39.984,2,"2018-03-30 08:18:36","2018-03-30 08:18:36"
"RK20180330115",1400,376,"低合金中板",14,37.6159,2,"2018-03-30 08:19:16","2018-03-30 08:19:16"
"RK20180330116",967,33330,"热轧带钢",14,39.704,2,"2018-03-30 08:19:47","2018-03-30 08:19:47"
"RK20180330119",502,33419,"矩形坯",32,49.7315,2,"2018-03-30 08:20:08","2018-03-30 08:20:08"
"RK20180330118",967,33330,"热轧带钢",14,39.774,2,"2018-03-30 08:20:23","2018-03-30 08:20:23"
"RK20180330120",967,33330,"热轧带钢",14,39.914,2,"2018-03-30 08:20:53","2018-03-30 08:20:53"
"RK20180330124",502,33419,"矩形坯",36,55.4344,2,"2018-03-30 08:53:36","2018-03-30 08:53:36"
"RK20180330125",2182,33398,"方钢",18,33.999,2,"2018-03-30 09:00:01","2018-03-30 09:00:01"
"RK20180330130",2121,33386,"普碳中厚板",3,11.2973,2,"2018-03-30 09:14:41","2018-03-30 09:14:41"
"RK20180330130",2121,33414,"低合金中厚板",2,7.217,2,"2018-03-30 09:14:41","2018-03-30 09:14:41"
"RK20180330130",2121,376,"低合金中板",11,19.6049,2,"2018-03-30 09:14:41","2018-03-30 09:14:41"
"RK20180330132",433,372,"普碳中板",4,11.207,2,"2018-03-30 09:15:17","2018-03-30 09:15:17"
"RK20180330135",2121,376,"低合金中板",22,38.5791,2,"2018-03-30 09:17:51","2018-03-30 09:17:51"
"RK20180330139",1474,372,"普碳中板",7,14.6664,2,"2018-03-30 09:19:49","2018-03-30 09:19:49"
"RK20180330139",1474,376,"低合金中板",12,24.9172,2,"2018-03-30 09:19:49","2018-03-30 09:19:49"
"RK20180330141",2121,372,"普碳中板",17,26.9822,2,"2018-03-30 09:22:03","2018-03-30 09:22:03"
"RK20180330141",2121,376,"低合金中板",5,11.8391,2,"2018-03-30 09:22:03","2018-03-30 09:22:03"
"RK20180330142",2121,376,"低合金中板",1,2.4423,2,"2018-03-30 09:23:05","2018-03-30 09:23:05"
"RK20180330147",502,33419,"矩形坯",36,55.776,2,"2018-03-30 09:26:22","2018-03-30 09:26:22"
"RK20180330150",502,33419,"矩形坯",36,55.9958,2,"2018-03-30 09:27:47","2018-03-30 09:27:47"
"RK20180330181",191,33320,"镀铝锌卷",7,51.394,2,"2018-03-30 09:36:34","2018-03-30 09:36:34"
"RK20180330183",502,33419,"矩形坯",36,55.4267,2,"2018-03-30 09:46:59","2018-03-30 09:46:59"
"RK20180330190",502,33419,"矩形坯",36,55.6318,2,"2018-03-30 10:07:16","2018-03-30 10:07:16"
"RK20180330209",1744,376,"低合金中板",14,37.6159,2,"2018-03-30 10:16:54","2018-03-30 10:16:54"
"RK20180330221",2551,372,"普碳中板",2,5.4117,2,"2018-03-30 10:27:20","2018-03-30 10:27:20"
"RK20180330273",502,33419,"矩形坯",36,55.5856,2,"2018-03-30 10:33:13","2018-03-30 10:33:13"
"RK20180330275",502,33419,"矩形坯",36,55.489,2,"2018-03-30 10:34:35","2018-03-30 10:34:35"
"RK20180330277",1551,3115,"冷卷",3,16.695,2,"2018-03-30 10:40:21","2018-03-30 10:40:21"
"RK20180330281",2149,33320,"镀铝锌卷",4,15.771,2,"2018-03-30 10:47:00","2018-03-30 10:47:00"
"RK20180330285",381,3115,"冷卷",1,3.92,2,"2018-03-30 10:52:18","2018-03-30 10:52:18"
"RK20180330288",502,33419,"矩形坯",32,49.5719,2,"2018-03-30 10:54:15","2018-03-30 10:54:15"
"RK20180330532",525,3115,"冷卷",1,8.1235,2,"2018-03-30 11:10:20","2018-03-30 11:10:20"
"RK20180330547",502,33419,"矩形坯",36,55.5051,2,"2018-03-30 11:11:53","2018-03-30 11:11:53"
"RK20180330550",1838,3105,"低合金卷",2,30.5585,2,"2018-03-30 11:13:21","2018-03-30 11:13:21"
"RK20180330552",268,3109,"热卷",1,20.097,2,"2018-03-30 11:14:11","2018-03-30 11:14:11"
"RK20180330553",2149,33320,"镀铝锌卷",1,4.305,2,"2018-03-30 11:14:41","2018-03-30 11:14:41"
"RK20180330561",1960,3108,"容器板",2,30.1504,2,"2018-03-30 11:18:49","2018-03-30 11:18:49"
"RK20180323608",2331,3128,"螺纹钢",32,48.3945,2,"2018-03-30 11:23:33","2018-03-30 11:23:33"
"RK20180330572",2213,316,"H型钢",14,43.12,2,"2018-03-30 11:25:10","2018-03-30 11:25:10"
"RK20180330575",193,3109,"热卷",1,7.329,2,"2018-03-30 11:26:45","2018-03-30 11:26:45"
"RK20180330576",1851,372,"普碳中板",38,108.0779,2,"2018-03-30 11:27:05","2018-03-30 11:27:05"
"RK20180330580",1128,33414,"低合金中厚板",5,26.3585,2,"2018-03-30 11:30:10","2018-03-30 11:30:10"
"RK20180330580",1128,376,"低合金中板",21,51.24,2,"2018-03-30 11:30:10","2018-03-30 11:30:10"
"RK20180330580",1128,372,"普碳中板",18,47.1142,2,"2018-03-30 11:30:10","2018-03-30 11:30:10"
"RK20180330583",502,33419,"矩形坯",36,55.8705,2,"2018-03-30 11:35:22","2018-03-30 11:35:22"
"RK20180330587",268,3109,"热卷",9,182.9296,2,"2018-03-30 11:37:55","2018-03-30 11:37:55"
"RK20180330597",502,33419,"矩形坯",36,55.8579,2,"2018-03-30 11:46:24","2018-03-30 11:46:24"
"RK20180330610",1458,376,"低合金中板",15,42.546,2,"2018-03-30 11:50:40","2018-03-30 11:50:40"
"RK20180330612",502,33419,"矩形坯",36,55.8264,2,"2018-03-30 11:53:17","2018-03-30 11:53:17"
"RK20180330615",193,3109,"热卷",1,7.427,2,"2018-03-30 11:55:03","2018-03-30 11:55:03"
"RK20180330616",1850,3115,"冷卷",1,7.945,2,"2018-03-30 11:55:38","2018-03-30 11:55:38"
"RK20180330618",1761,3105,"低合金卷",1,18.277,2,"2018-03-30 11:56:35","2018-03-30 11:56:35"
"RK20180330622",2365,33386,"普碳中厚板",1,3.9564,2,"2018-03-30 11:58:32","2018-03-30 11:58:32"
"RK20180330625",291,37,"槽钢",26,41.72,2,"2018-03-30 12:17:01","2018-03-30 12:17:01"
"RK20180330627",502,33419,"矩形坯",36,55.685,2,"2018-03-30 12:21:24","2018-03-30 12:21:24"
"RK20180330637",1851,33414,"低合金中厚板",2,8.0052,2,"2018-03-30 12:48:20","2018-03-30 12:48:20"
"RK20180330638",257,33414,"低合金中厚板",2,7.5824,2,"2018-03-30 12:49:26","2018-03-30 12:49:26"
"RK20180330639",1699,3115,"冷卷",1,8.204,2,"2018-03-30 12:53:11","2018-03-30 12:54:53"
"RK20180330641",1425,3115,"冷卷",1,3.402,2,"2018-03-30 12:55:34","2018-03-30 12:55:34"
"RK20180330643",2489,323,"无缝管",377,32.109,2,"2018-03-30 12:55:19","2018-03-30 12:57:04"
"RK20180330646",502,33419,"矩形坯",36,55.8369,2,"2018-03-30 12:58:10","2018-03-30 12:58:10"
"RK20180330657",961,376,"低合金中板",3,4.5388,2,"2018-03-30 13:11:04","2018-03-30 13:11:04"
"RK20180330665",961,33414,"低合金中厚板",5,16.3695,2,"2018-03-30 13:19:41","2018-03-30 13:19:41"
"RK20180330665",961,372,"普碳中板",8,30.772,2,"2018-03-30 13:19:41","2018-03-30 13:19:41"
"RK20180330665",961,376,"低合金中板",3,10.8297,2,"2018-03-30 13:19:41","2018-03-30 13:19:41"
"RK20180330669",248,379,"花纹卷",1,6.167,2,"2018-03-30 13:25:02","2018-03-30 13:25:02"
"RK20180330672",268,3109,"热卷",1,19.7785,2,"2018-03-30 13:27:32","2018-03-30 13:27:32"
"RK20180330677",961,376,"低合金中板",1,2.1098,2,"2018-03-30 13:31:11","2018-03-30 13:31:11"
"RK20180330677",961,372,"普碳中板",20,34.1936,2,"2018-03-30 13:31:11","2018-03-30 13:31:11"
"RK20180330678",948,3109,"热卷",1,20.748,2,"2018-03-30 13:38:01","2018-03-30 13:38:01"
"RK20180330679",1223,3115,"冷卷",2,7.973,2,"2018-03-30 13:40:16","2018-03-30 13:40:16"
"RK20180330680",344,3109,"热卷",1,15.288,2,"2018-03-30 13:41:37","2018-03-30 13:41:37"
"RK20180330684",344,3109,"热卷",1,20.6941,2,"2018-03-30 13:43:17","2018-03-30 13:43:17"
"RK20180330687",1638,33441,"不锈钢冷卷",2,11.2196,2,"2018-03-30 13:44:12","2018-03-30 13:44:12"
"RK20180330693",364,3115,"冷卷",1,8.295,2,"2018-03-30 13:47:44","2018-03-30 13:47:44"
"RK20180330695",948,3105,"低合金卷",1,20.629,2,"2018-03-30 13:52:49","2018-03-30 13:52:49"
"RK20180330697",948,3105,"低合金卷",1,19.649,2,"2018-03-30 13:54:20","2018-03-30 13:54:20"
"RK20180330699",948,3105,"低合金卷",7,61.572,2,"2018-03-30 13:56:54","2018-03-30 13:56:54"
"RK20180330711",948,3109,"热卷",2,11.914,2,"2018-03-30 13:58:48","2018-03-30 13:58:48"
"RK20180330714",1851,376,"低合金中板",10,22.96,2,"2018-03-30 14:00:23","2018-03-30 14:00:23"
"RK20180330715",948,3109,"热卷",1,5.789,2,"2018-03-30 14:02:12","2018-03-30 14:02:12"
"RK20180330716",344,3109,"热卷",1,20.748,2,"2018-03-30 14:03:04","2018-03-30 14:03:04"
"RK20180330718",1400,3105,"低合金卷",4,79.4045,2,"2018-03-30 14:04:36","2018-03-30 14:04:36"
"RK20180330720",961,33386,"普碳中厚板",1,3.9711,2,"2018-03-30 14:07:31","2018-03-30 14:07:31"
"RK20180330721",250,3115,"冷卷",1,4.599,2,"2018-03-30 14:07:57","2018-03-30 14:07:57"
"RK20180330722",961,33386,"普碳中厚板",1,3.808,2,"2018-03-30 14:08:54","2018-03-30 14:08:54"
"RK20180330723",948,3105,"低合金卷",1,19.8765,2,"2018-03-30 14:09:13","2018-03-30 14:09:13"
"RK20180330724",961,33386,"普碳中厚板",1,3.808,2,"2018-03-30 14:10:09","2018-03-30 14:10:09"
"RK20180330726",961,33386,"普碳中厚板",1,3.9711,2,"2018-03-30 14:11:17","2018-03-30 14:11:17"
"RK20180330728",427,33386,"普碳中厚板",1,4.6424,2,"2018-03-30 14:12:09","2018-03-30 14:12:09"
"RK20180330734",185,3109,"热卷",1,14.686,2,"2018-03-30 14:14:48","2018-03-30 14:14:48"
"RK20180330735",250,3109,"热卷",1,19.901,2,"2018-03-30 14:17:29","2018-03-30 14:17:29"
"RK20180330736",344,3109,"热卷",2,39.8335,2,"2018-03-30 14:18:32","2018-03-30 14:18:32"
"RK20180330737",527,3105,"低合金卷",4,29.918,2,"2018-03-30 14:18:52","2018-03-30 14:18:52"
"RK20180330742",502,33419,"矩形坯",36,55.5163,2,"2018-03-30 14:22:59","2018-03-30 14:22:59"
"RK20180330750",1702,3109,"热卷",1,12.061,2,"2018-03-30 14:33:05","2018-03-30 14:33:05"
"RK20180330756",502,33419,"矩形坯",36,55.0662,2,"2018-03-30 14:44:44","2018-03-30 14:44:44"
"RK20180330764",410,3115,"冷卷",2,9.653,2,"2018-03-30 14:50:52","2018-03-30 14:50:52"
"RK20180330772",2456,3109,"热卷",2,29.421,2,"2018-03-30 14:53:07","2018-03-30 14:53:07"
"RK20180330770",948,3105,"低合金卷",1,20.1215,2,"2018-03-30 14:53:13","2018-03-30 14:53:13"
"RK20180330771",1838,3105,"低合金卷",1,6.713,2,"2018-03-30 14:54:05","2018-03-30 14:54:05"
"RK20180330776",273,3120,"酸洗卷",6,46.13,2,"2018-03-30 14:55:02","2018-03-30 14:55:02"
"RK20180330773",344,3109,"热卷",2,15.4595,2,"2018-03-30 14:55:04","2018-03-30 14:55:04"
"RK20180330775",245,3109,"热卷",1,20.7018,2,"2018-03-30 14:55:37","2018-03-30 14:55:37"
"RK20180330777",250,3109,"热卷",2,35.1365,2,"2018-03-30 14:55:58","2018-03-30 14:55:58"
"RK20180330781",345,3120,"酸洗卷",6,41.44,2,"2018-03-30 14:56:57","2018-03-30 14:56:57"
"RK20180330779",353,3109,"热卷",3,29.358,2,"2018-03-30 14:57:19","2018-03-30 14:57:19"
"RK20180330782",1668,3109,"热卷",4,38.3355,2,"2018-03-30 14:58:35","2018-03-30 14:58:35"
"RK20180330785",502,33419,"矩形坯",32,49.1729,2,"2018-03-30 14:59:27","2018-03-30 14:59:27"
"RK20180330788",1988,3105,"低合金卷",2,41.223,2,"2018-03-30 14:59:45","2018-03-30 14:59:45"
"RK20180330786",1901,3115,"冷卷",1,7.945,2,"2018-03-30 14:59:47","2018-03-30 14:59:47"
"RK20180330789",253,379,"花纹卷",1,10.654,2,"2018-03-30 15:00:50","2018-03-30 15:00:50"
"RK20180330791",229,3109,"热卷",1,12.803,2,"2018-03-30 15:00:50","2018-03-30 15:00:50"
"RK20180330792",344,3109,"热卷",2,27.678,2,"2018-03-30 15:00:51","2018-03-30 15:00:51"
"RK20180330794",229,3109,"热卷",2,29.155,2,"2018-03-30 15:01:55","2018-03-30 15:01:55"
"RK20180330815",248,376,"低合金中板",3,4.5388,2,"2018-03-30 15:05:36","2018-03-30 15:05:36"
"RK20180330824",1400,3119,"镀锌卷",72,367.689,2,"2018-03-30 15:05:44","2018-03-30 15:05:44"
"RK20180330816",1223,3115,"冷卷",4,16.842,2,"2018-03-30 15:06:52","2018-03-30 15:06:52"
"RK20180330820",789,33320,"镀铝锌卷",5,35.203,2,"2018-03-30 15:08:03","2018-03-30 15:08:03"
"RK20180330825",1761,3105,"低合金卷",1,19.803,2,"2018-03-30 15:13:28","2018-03-30 15:13:28"
"RK20180329635",2242,3109,"热卷",1,12.6,2,"2018-03-30 15:16:45","2018-03-30 15:16:45"
"RK20180330833",841,3109,"热卷",3,28.294,2,"2018-03-30 15:19:15","2018-03-30 15:19:15"
"RK20180330835",189,3109,"热卷",4,48.888,2,"2018-03-30 15:20:38","2018-03-30 15:20:38"
"RK20180330838",502,33419,"矩形坯",36,55.5408,2,"2018-03-30 15:21:00","2018-03-30 15:21:00"
"RK20180330837",233,3109,"热卷",1,8.764,2,"2018-03-30 15:21:03","2018-03-30 15:21:03"
"RK20180330839",973,3115,"冷卷",2,9.653,2,"2018-03-30 15:22:12","2018-03-30 15:22:12"
"RK20180330841",1761,33386,"普碳中厚板",4,15.5582,2,"2018-03-30 15:22:49","2018-03-30 15:22:49"
"RK20180330841",1761,372,"普碳中板",7,26.964,2,"2018-03-30 15:22:49","2018-03-30 15:22:49"
"RK20180328378",1571,3109,"热卷",2,30.023,2,"2018-03-30 15:23:21","2018-03-30 15:23:21"
"RK20180329664",2197,3109,"热卷",2,25.256,2,"2018-03-30 15:23:56","2018-03-30 15:23:56"
"RK20180328393",2242,3109,"热卷",1,12.726,2,"2018-03-30 15:24:36","2018-03-30 15:24:36"
"RK20180330858",1761,376,"低合金中板",2,7.2198,2,"2018-03-30 15:25:08","2018-03-30 15:25:08"
"RK20180330858",1761,33414,"低合金中厚板",4,13.0067,2,"2018-03-30 15:25:08","2018-03-30 15:25:08"
"RK20180330859",242,372,"普碳中板",2,7.0266,2,"2018-03-30 15:26:21","2018-03-30 15:26:21"
"RK20180329659",2197,3109,"热卷",2,25.235,2,"2018-03-30 15:27:10","2018-03-30 15:27:10"
"RK20180329639",2242,3109,"热卷",2,25.2,2,"2018-03-30 15:27:28","2018-03-30 15:27:28"
"RK20180329604",414,3109,"热卷",1,14.714,2,"2018-03-30 15:28:43","2018-03-30 15:28:43"
"RK20180329631",2242,3109,"热卷",1,12.607,2,"2018-03-30 15:29:42","2018-03-30 15:29:42"
"RK20180329658",2197,3109,"热卷",1,12.74,2,"2018-03-30 15:30:30","2018-03-30 15:30:30"
"RK20180329593",273,3109,"热卷",1,14.665,2,"2018-03-30 15:31:03","2018-03-30 15:31:03"
"RK20180330882",194,3109,"热卷",28,565.7449,2,"2018-03-30 15:31:16","2018-03-30 15:31:16"
"RK20180329595",273,3109,"热卷",1,14.742,2,"2018-03-30 15:34:31","2018-03-30 15:34:31"
"RK20180330871",937,3138,"硬线",28,40.8492,2,"2018-03-30 15:36:09","2018-03-30 15:36:09"
"RK20180329676",2606,3109,"热卷",1,14.63,2,"2018-03-30 15:36:15","2018-03-30 15:36:15"
"RK20180329670",2606,3109,"热卷",1,11.683,2,"2018-03-30 15:39:20","2018-03-30 15:39:20"
"RK20180329660",2197,3109,"热卷",2,25.291,2,"2018-03-30 15:40:59","2018-03-30 15:40:59"
"RK20180330878",948,3109,"热卷",2,39.837,2,"2018-03-30 15:42:17","2018-03-30 15:42:17"
"RK20180329596",414,3109,"热卷",3,34.006,2,"2018-03-30 15:44:07","2018-03-30 15:44:07"
"RK20180329600",414,3109,"热卷",1,11.704,2,"2018-03-30 15:44:10","2018-03-30 15:44:10"
"RK20180330885",2221,379,"花纹卷",11,141.4385,2,"2018-03-30 15:44:34","2018-03-30 15:44:34"
"RK20180329673",2606,3109,"热卷",1,12.411,2,"2018-03-30 15:45:01","2018-03-30 15:45:01"
"RK20180329655",1589,3109,"热卷",2,21.721,2,"2018-03-30 15:45:27","2018-03-30 15:45:27"
"RK20180329555",1161,3109,"热卷",1,10.017,2,"2018-03-30 15:46:27","2018-03-30 15:46:27"
"RK20180330887",427,3109,"热卷",3,18.375,2,"2018-03-30 15:46:45","2018-03-30 15:46:45"
"RK20180330888",1838,3109,"热卷",2,43.4595,2,"2018-03-30 15:46:46","2018-03-30 15:46:46"
"RK20180329586",273,3109,"热卷",1,13.888,2,"2018-03-30 15:46:56","2018-03-30 15:46:56"
"RK20180330889",789,33320,"镀铝锌卷",1,4.795,2,"2018-03-30 15:48:14","2018-03-30 15:48:14"
"RK20180330890",2206,316,"H型钢",1,2.1,2,"2018-03-30 15:48:30","2018-03-30 15:48:30"
"RK20180329643",2242,3109,"热卷",1,12.719,2,"2018-03-30 15:50:16","2018-03-30 15:50:16"
"RK20180330902",232,372,"普碳中板",4,4.7096,2,"2018-03-30 15:51:31","2018-03-30 15:51:31"
"RK20180330902",232,379,"花纹卷",1,12.299,2,"2018-03-30 15:51:31","2018-03-30 15:51:31"
"RK20180330904",433,372,"普碳中板",2,2.9379,2,"2018-03-30 15:52:31","2018-03-30 15:52:31"
"RK20180330903",1901,3115,"冷卷",1,6.118,2,"2018-03-30 15:52:41","2018-03-30 15:52:41"
"RK20180330913",2221,372,"普碳中板",48,82.8415,2,"2018-03-30 15:52:57","2018-03-30 15:52:57"
"RK20180330913",2221,376,"低合金中板",16,27.2062,2,"2018-03-30 15:52:57","2018-03-30 15:52:57"
"RK20180329665",2197,3109,"热卷",1,12.593,2,"2018-03-30 15:53:27","2018-03-30 15:53:27"
"RK20180329663",2197,3109,"热卷",2,25.263,2,"2018-03-30 15:53:39","2018-03-30 15:53:39"
"RK20180330905",193,3105,"低合金卷",1,17.8885,2,"2018-03-30 15:54:40","2018-03-30 15:54:40"
"RK20180330909",502,33419,"矩形坯",36,55.1432,2,"2018-03-30 15:55:04","2018-03-30 15:55:04"
"RK20180330910",2149,33320,"镀铝锌卷",4,18.48,2,"2018-03-30 15:55:44","2018-03-30 15:55:44"
"RK20180328384",169,394,"大梁卷",6,35.35,2,"2018-03-30 15:56:49","2018-03-30 15:56:49"
"RK20180330919",2049,3109,"热卷",14,215.18,2,"2018-03-30 15:57:56","2018-03-30 15:57:56"
"RK20180329641",2242,3109,"热卷",2,24.892,2,"2018-03-30 16:00:03","2018-03-30 16:00:03"
"RK20180329636",2242,3109,"热卷",3,37.828,2,"2018-03-30 16:00:40","2018-03-30 16:00:40"
"RK20180330918",427,3115,"冷卷",3,10.934,2,"2018-03-30 16:00:55","2018-03-30 16:00:55"
"RK20180330925",502,33419,"矩形坯",36,55.5758,2,"2018-03-30 16:05:03","2018-03-30 16:05:03"
"RK20180329642",2242,3109,"热卷",2,25.13,2,"2018-03-30 16:05:18","2018-03-30 16:05:18"
"RK20180330926",2149,33320,"镀铝锌卷",3,9.464,2,"2018-03-30 16:06:05","2018-03-30 16:06:05"
"RK20180330930",1621,3109,"热卷",1,20.552,2,"2018-03-30 16:08:14","2018-03-30 16:08:14"
"RK20180330933",427,3109,"热卷",2,41.0515,2,"2018-03-30 16:09:38","2018-03-30 16:09:38"
"RK20180330935",1621,3109,"热卷",1,20.503,2,"2018-03-30 16:10:46","2018-03-30 16:10:46"
"RK20180330940",702,3109,"热卷",4,77.3115,2,"2018-03-30 16:12:09","2018-03-30 16:12:09"
"RK20180330942",525,3115,"冷卷",2,16.954,2,"2018-03-30 16:13:09","2018-03-30 16:13:09"
"RK20180330943",702,3109,"热卷",2,40.0925,2,"2018-03-30 16:13:28","2018-03-30 16:13:28"
"RK20180330943",702,3105,"低合金卷",1,19.5405,2,"2018-03-30 16:13:28","2018-03-30 16:13:28"
"RK20180330944",775,372,"普碳中板",6,6.0935,2,"2018-03-30 16:13:35","2018-03-30 16:13:35"
"RK20180330946",250,394,"大梁卷",2,24.815,2,"2018-03-30 16:14:38","2018-03-30 16:14:38"
"RK20180329667",2197,3109,"热卷",1,12.726,2,"2018-03-30 16:15:14","2018-03-30 16:15:14"
"RK20180330947",841,379,"花纹卷",1,7.4375,2,"2018-03-30 16:15:27","2018-03-30 16:15:27"
"RK20180330948",193,3109,"热卷",3,33.201,2,"2018-03-30 16:16:34","2018-03-30 16:16:34"
"RK20180329644",2242,3109,"热卷",1,12.558,2,"2018-03-30 16:18:33","2018-03-30 16:18:33"
"RK20180330955",250,3115,"冷卷",1,3.976,2,"2018-03-30 16:19:41","2018-03-30 16:19:41"
"RK20180330951",283,3109,"热卷",1,20.0865,2,"2018-03-30 16:19:46","2018-03-30 16:19:46"
"RK20180330954",948,3109,"热卷",2,40.131,2,"2018-03-30 16:20:10","2018-03-30 16:20:10"
"RK20180330953",1959,3115,"冷卷",1,4.921,2,"2018-03-30 16:20:51","2018-03-30 16:20:51"
"RK20180330961",381,372,"普碳中板",6,15.4385,2,"2018-03-30 16:25:57","2018-03-30 16:25:57"
"RK20180330960",501,36,"盘螺",24,33.6,2,"2018-03-30 16:25:19","2018-03-30 16:26:11"
"RK20180330964",502,33419,"矩形坯",36,55.2643,2,"2018-03-30 16:27:46","2018-03-30 16:27:46"
"RK20180329625",169,3119,"镀锌卷",8,37.541,2,"2018-03-30 16:32:05","2018-03-30 16:32:05"
"RK20180328385",169,394,"大梁卷",6,35.434,2,"2018-03-30 16:32:09","2018-03-30 16:32:09"
"RK20180329616",169,3119,"镀锌卷",8,38.437,2,"2018-03-30 16:32:34","2018-03-30 16:32:34"
"RK20180330971",1458,376,"低合金中板",8,18.1202,2,"2018-03-30 16:33:00","2018-03-30 16:33:00"
"RK20180330973",193,3105,"低合金卷",1,21.5355,2,"2018-03-30 16:33:54","2018-03-30 16:33:54"
"RK20180329657",1589,3109,"热卷",2,21.784,2,"2018-03-30 16:38:21","2018-03-30 16:38:21"
"RK20180330977",1737,372,"普碳中板",6,12.8576,2,"2018-03-30 16:42:46","2018-03-30 16:42:46"
"RK20180330977",1737,376,"低合金中板",26,82.3095,2,"2018-03-30 16:42:46","2018-03-30 16:42:46"
"RK20180329609",1571,3109,"热卷",1,15.232,2,"2018-03-30 16:43:09","2018-03-30 16:43:09"
"RK20180329619",169,3119,"镀锌卷",7,37.072,2,"2018-03-30 16:44:42","2018-03-30 16:44:42"
"RK20180330979",502,33419,"矩形坯",36,55.3819,2,"2018-03-30 16:44:56","2018-03-30 16:44:56"
"RK20180329543",662,3109,"热卷",1,15.197,2,"2018-03-30 16:44:57","2018-03-30 16:44:57"
"RK20180330985",961,33414,"低合金中厚板",1,4.9322,2,"2018-03-30 16:55:58","2018-03-30 16:55:58"
"RK20180330985",961,372,"普碳中板",3,5.0638,2,"2018-03-30 16:55:58","2018-03-30 16:55:58"
"RK20180330985",961,376,"低合金中板",3,15.0388,2,"2018-03-30 16:55:58","2018-03-30 16:55:58"
"RK20180329638",2242,3109,"热卷",2,25.165,2,"2018-03-30 17:01:22","2018-03-30 17:01:22"
"RK201803301024",2164,3115,"冷卷",1,6.566,2,"2018-03-30 17:09:02","2018-03-30 17:09:02"
"RK201803301026",1214,3105,"低合金卷",1,16.471,2,"2018-03-30 17:09:27","2018-03-30 17:09:27"
"RK201803301026",1214,3109,"热卷",1,18.62,2,"2018-03-30 17:09:27","2018-03-30 17:09:27"
"RK201803301028",1223,3115,"冷卷",1,5.572,2,"2018-03-30 17:09:45","2018-03-30 17:09:45"
"RK201803301032",616,3115,"冷卷",3,11.095,2,"2018-03-30 17:10:41","2018-03-30 17:10:41"
"RK201803301033",1737,376,"低合金中板",10,20.937,2,"2018-03-30 17:10:48","2018-03-30 17:10:48"
"RK201803301031",2156,3109,"热卷",1,20.1145,2,"2018-03-30 17:10:50","2018-03-30 17:10:50"
"RK201803301031",2156,3105,"低合金卷",1,20.167,2,"2018-03-30 17:10:50","2018-03-30 17:10:50"
"RK201803301034",410,3115,"冷卷",1,7.224,2,"2018-03-30 17:12:29","2018-03-30 17:12:29"
"RK201803301038",502,33419,"矩形坯",36,55.5345,2,"2018-03-30 17:12:40","2018-03-30 17:12:40"
"RK201803301035",1528,3109,"热卷",1,15.4175,2,"2018-03-30 17:12:57","2018-03-30 17:12:57"
"RK20180329606",1571,3109,"热卷",3,41.237,2,"2018-03-30 17:13:11","2018-03-30 17:13:11"
"RK201803301046",1400,3115,"冷卷",33,157.458,2,"2018-03-30 17:13:34","2018-03-30 17:13:34"
"RK201803301047",1128,372,"普碳中板",25,62.7081,2,"2018-03-30 17:14:51","2018-03-30 17:14:51"
"RK201803301047",1128,376,"低合金中板",9,27.6486,2,"2018-03-30 17:14:51","2018-03-30 17:14:51"
