"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180425581",2242,3109,"热卷",2,25.536,2,"2018-04-26 16:00:58","2018-04-26 16:00:58"
"RK20180425582",2242,3109,"热卷",3,45.514,2,"2018-04-26 16:01:00","2018-04-26 16:01:00"
"RK20180425611",2242,3109,"热卷",2,30.17,2,"2018-04-26 16:01:38","2018-04-26 16:01:38"
"RK20180425599",2242,3109,"热卷",3,45.57,2,"2018-04-26 16:03:50","2018-04-26 16:03:50"
"RK20180426514",1639,33441,"不锈钢冷卷",4,23.5977,2,"2018-04-26 16:05:20","2018-04-26 16:05:20"
"RK20180426515",1639,33441,"不锈钢冷卷",3,16.5403,2,"2018-04-26 16:06:26","2018-04-26 16:06:26"
"RK20180425585",2242,3109,"热卷",3,43.379,2,"2018-04-26 16:07:34","2018-04-26 16:07:34"
"RK20180426517",252,3109,"热卷",1,11.648,2,"2018-04-26 16:07:58","2018-04-26 16:07:58"
"RK20180426520",2049,3109,"热卷",6,93.002,2,"2018-04-26 16:11:55","2018-04-26 16:11:55"
"RK20180426522",232,3109,"热卷",1,6.825,2,"2018-04-26 16:13:27","2018-04-26 16:13:27"
"RK20180426523",1857,376,"低合金中板",2,7.1477,2,"2018-04-26 16:13:57","2018-04-26 16:13:57"
"RK20180426524",375,3109,"热卷",3,48.2545,2,"2018-04-26 16:14:19","2018-04-26 16:14:19"
"RK20180426527",2049,3109,"热卷",3,46.648,2,"2018-04-26 16:15:18","2018-04-26 16:15:18"
"RK20180426526",353,3109,"热卷",1,14.714,2,"2018-04-26 16:15:21","2018-04-26 16:15:21"
"RK20180426525",189,3109,"热卷",2,30.786,2,"2018-04-26 16:15:21","2018-04-26 16:15:21"
"RK20180425605",2242,3109,"热卷",2,30.576,2,"2018-04-26 16:16:37","2018-04-26 16:16:37"
"RK20180426529",410,3120,"酸洗卷",1,6.916,2,"2018-04-26 16:16:43","2018-04-26 16:16:43"
"RK20180426533",627,3133,"圆钢",21,35.2492,2,"2018-04-26 16:17:17","2018-04-26 16:17:17"
"RK20180426531",1761,372,"普碳中板",5,13.9139,2,"2018-04-26 16:18:19","2018-04-26 16:18:19"
"RK20180426532",1149,3115,"冷卷",25,166.446,2,"2018-04-26 16:18:28","2018-04-26 16:18:28"
"RK20180426534",189,3109,"热卷",2,30.625,2,"2018-04-26 16:20:32","2018-04-26 16:20:32"
"RK20180426543",959,372,"普碳中板",5,16.8826,2,"2018-04-26 16:28:27","2018-04-26 16:28:27"
"RK20180426545",959,376,"低合金中板",6,13.8593,2,"2018-04-26 16:30:32","2018-04-26 16:30:32"
"RK20180426549",268,3109,"热卷",1,20.223,2,"2018-04-26 16:33:33","2018-04-26 16:33:33"
"RK20180426552",1890,3115,"冷卷",1,4.494,2,"2018-04-26 16:34:18","2018-04-26 16:34:18"
"RK20180426554",268,3109,"热卷",2,40.488,2,"2018-04-26 16:34:47","2018-04-26 16:34:47"
"RK20180426555",320,3109,"热卷",23,283.689,2,"2018-04-26 16:35:10","2018-04-26 16:35:10"
"RK20180426557",2450,3128,"螺纹钢",18,27.1383,2,"2018-04-26 16:37:31","2018-04-26 16:37:31"
"RK20180425663",292,3109,"热卷",6,36.932,2,"2018-04-26 16:39:24","2018-04-26 16:39:24"
"RK20180426560",320,3109,"热卷",25,304.395,2,"2018-04-26 16:39:44","2018-04-26 16:39:44"
"RK20180426565",433,3109,"热卷",1,8.253,2,"2018-04-26 16:42:49","2018-04-26 16:42:49"
"RK20180426569",433,376,"低合金中板",1,2.7566,2,"2018-04-26 16:43:49","2018-04-26 16:43:49"
"RK20180426568",948,3105,"低合金卷",1,7.161,2,"2018-04-26 16:43:52","2018-04-26 16:43:52"
"RK20180426570",903,33320,"镀铝锌卷",1,6.65,2,"2018-04-26 16:43:56","2018-04-26 16:43:56"
"RK20180426566",320,3109,"热卷",6,123.2175,2,"2018-04-26 16:44:10","2018-04-26 16:44:10"
"RK20180426571",1851,372,"普碳中板",2,9.9008,2,"2018-04-26 16:45:18","2018-04-26 16:45:18"
"RK20180425666",292,3109,"热卷",2,12.334,2,"2018-04-26 16:46:06","2018-04-26 16:46:06"
"RK20180426577",189,3109,"热卷",3,44.471,2,"2018-04-26 16:47:37","2018-04-26 16:47:37"
"RK20180426580",232,3109,"热卷",2,30.842,2,"2018-04-26 16:49:26","2018-04-26 16:49:26"
"RK20180426585",1851,372,"普碳中板",15,41.4372,2,"2018-04-26 16:49:28","2018-04-26 16:49:28"
"RK20180426585",1851,376,"低合金中板",11,25.6326,2,"2018-04-26 16:49:28","2018-04-26 16:49:28"
"RK20180426582",433,3109,"热卷",3,46.648,2,"2018-04-26 16:50:14","2018-04-26 16:50:14"
"RK20180426583",433,3109,"热卷",1,13.587,2,"2018-04-26 16:51:23","2018-04-26 16:51:23"
"RK20180425505",1400,3109,"热卷",2,24.864,2,"2018-04-26 16:51:59","2018-04-26 16:51:59"
"RK20180426586",948,3105,"低合金卷",1,12.985,2,"2018-04-26 16:52:20","2018-04-26 16:52:20"
"RK20180426584",501,36,"盘螺",36,48.384,2,"2018-04-26 16:49:35","2018-04-26 16:52:44"
"RK20180426591",1957,3115,"冷卷",7,42.889,2,"2018-04-26 16:53:06","2018-04-26 16:53:06"
"RK20180426593",1577,33413,"焊瓶钢卷",4,51.576,2,"2018-04-26 16:54:39","2018-04-26 16:54:39"
"RK20180425616",2242,3109,"热卷",2,30.366,2,"2018-04-26 16:55:15","2018-04-26 16:55:15"
"RK20180426595",219,3120,"酸洗卷",2,15.456,2,"2018-04-26 16:55:37","2018-04-26 16:55:37"
"RK20180426597",934,3109,"热卷",8,117.18,2,"2018-04-26 16:56:31","2018-04-26 16:56:31"
"RK20180426598",702,3120,"酸洗卷",1,8.295,2,"2018-04-26 16:58:17","2018-04-26 16:58:17"
"RK20180426600",458,3120,"酸洗卷",1,8.295,2,"2018-04-26 16:58:59","2018-04-26 16:58:59"
"RK20180425660",292,3109,"热卷",2,12.334,2,"2018-04-26 16:59:25","2018-04-26 16:59:25"
"RK20180426603",240,3115,"冷卷",1,4.858,2,"2018-04-26 17:00:16","2018-04-26 17:00:16"
"RK20180426602",219,3120,"酸洗卷",1,8.953,2,"2018-04-26 17:00:24","2018-04-26 17:00:24"
"RK20180426614",189,3109,"热卷",2,30.751,2,"2018-04-26 17:00:52","2018-04-26 17:00:52"
"RK20180426624",216,3109,"热卷",1,4.977,2,"2018-04-26 17:04:06","2018-04-26 17:04:06"
"RK20180425580",2242,3109,"热卷",1,12.418,2,"2018-04-26 17:07:49","2018-04-26 17:07:49"
"RK20180426630",381,3109,"热卷",1,7.3115,2,"2018-04-26 17:08:19","2018-04-26 17:08:19"
"RK20180425478",1400,3109,"热卷",1,12.439,2,"2018-04-26 17:08:53","2018-04-26 17:08:53"
"RK20180426633",1128,376,"低合金中板",2,5.7064,2,"2018-04-26 17:10:12","2018-04-26 17:10:12"
"RK20180425589",2242,3109,"热卷",3,42.938,2,"2018-04-26 17:10:45","2018-04-26 17:10:45"
"RK20180425591",2242,3109,"热卷",3,45.591,2,"2018-04-26 17:13:33","2018-04-26 17:13:33"
"RK20180426671",1149,3115,"冷卷",130,618.758000000001,2,"2018-04-26 17:14:08","2018-04-26 17:14:08"
"RK20180426640",189,3109,"热卷",3,46.137,2,"2018-04-26 17:14:48","2018-04-26 17:14:48"
"RK20180426643",502,33419,"矩形坯",36,56.0301,2,"2018-04-26 17:19:14","2018-04-26 17:19:14"
"RK20180426645",240,3115,"冷卷",1,5.075,2,"2018-04-26 17:19:58","2018-04-26 17:19:58"
"RK20180426649",268,3109,"热卷",2,40.502,2,"2018-04-26 17:21:55","2018-04-26 17:21:55"
"RK20180426650",189,3109,"热卷",3,44.289,2,"2018-04-26 17:22:27","2018-04-26 17:22:27"
"RK20180426659",1223,3115,"冷卷",5,19.579,2,"2018-04-26 17:26:46","2018-04-26 17:26:46"
"RK20180426658",2412,3128,"螺纹钢",18,35.7,2,"2018-04-26 17:26:49","2018-04-26 17:26:49"
"RK20180426663",2412,3128,"螺纹钢",20,41.3,2,"2018-04-26 17:27:35","2018-04-26 17:27:35"
"RK20180426676",364,3115,"冷卷",23,98.014,2,"2018-04-26 17:35:02","2018-04-26 17:35:02"
"RK20180426694",1149,3115,"冷卷",119,884.961,2,"2018-04-26 17:39:12","2018-04-26 17:39:12"
"RK20180426694",1149,3119,"镀锌卷",44,217.721,2,"2018-04-26 17:39:12","2018-04-26 17:39:12"
"RK20180426683",2124,3109,"热卷",1,20.405,2,"2018-04-26 17:39:43","2018-04-26 17:39:43"
"RK20180426685",364,3115,"冷卷",4,16.002,2,"2018-04-26 17:40:31","2018-04-26 17:40:31"
"RK20180426689",253,372,"普碳中板",2,5.1352,2,"2018-04-26 17:44:36","2018-04-26 17:44:36"
"RK20180426692",502,33419,"矩形坯",36,55.6339,2,"2018-04-26 17:45:34","2018-04-26 17:45:34"
"RK20180426695",2049,3109,"热卷",1,15.652,2,"2018-04-26 17:46:39","2018-04-26 17:46:39"
"RK20180426696",433,3109,"热卷",1,15.652,2,"2018-04-26 17:47:49","2018-04-26 17:47:49"
"RK20180426702",502,33419,"矩形坯",36,55.7417,2,"2018-04-26 17:48:44","2018-04-26 17:48:44"
"RK20180424280",1212,3109,"热卷",2,40.691,2,"2018-04-26 17:49:50","2018-04-26 17:49:50"
"RK20180424265",1212,3109,"热卷",2,40.362,2,"2018-04-26 17:50:33","2018-04-26 17:50:33"
"RK20180426857",973,3115,"冷卷",1,3.878,2,"2018-04-26 17:51:20","2018-04-26 17:51:20"
"RK20180426858",972,3115,"冷卷",1,7.028,2,"2018-04-26 17:52:02","2018-04-26 17:52:02"
"RK20180424286",1212,3109,"热卷",2,40.236,2,"2018-04-26 17:52:57","2018-04-26 17:52:57"
"RK20180424268",1212,3109,"热卷",2,40.565,2,"2018-04-26 17:54:21","2018-04-26 17:54:21"
"RK20180424259",1212,3109,"热卷",1,19.95,2,"2018-04-26 17:56:13","2018-04-26 17:56:13"
"RK20180424259",1212,3105,"低合金卷",1,20.062,2,"2018-04-26 17:56:13","2018-04-26 17:56:13"
"RK20180424277",1212,3109,"热卷",2,40.068,2,"2018-04-26 17:56:58","2018-04-26 17:56:58"
"RK20180424264",1212,3109,"热卷",2,39.9868,2,"2018-04-26 18:00:30","2018-04-26 18:00:30"
"RK20180424284",1212,3109,"热卷",2,40.523,2,"2018-04-26 18:02:20","2018-04-26 18:02:20"
"RK20180424260",1212,3109,"热卷",2,40.257,2,"2018-04-26 18:05:47","2018-04-26 18:05:47"
"RK20180424275",1212,3109,"热卷",2,40.467,2,"2018-04-26 18:06:09","2018-04-26 18:06:09"
"RK20180424270",1212,3105,"低合金卷",1,19.831,2,"2018-04-26 18:06:15","2018-04-26 18:06:15"
"RK20180424270",1212,3109,"热卷",1,19.964,2,"2018-04-26 18:06:15","2018-04-26 18:06:15"
"RK20180426882",1957,3115,"冷卷",1,3.507,2,"2018-04-26 18:09:01","2018-04-26 18:09:01"
"RK20180424267",1212,3109,"热卷",2,39.788,2,"2018-04-26 18:09:03","2018-04-26 18:09:03"
"RK20180424273",1212,3109,"热卷",1,20.1446,2,"2018-04-26 18:09:22","2018-04-26 18:09:22"
"RK20180424273",1212,3105,"低合金卷",1,20.265,2,"2018-04-26 18:09:22","2018-04-26 18:09:22"
"RK20180424271",1212,3109,"热卷",2,40.32,2,"2018-04-26 18:09:38","2018-04-26 18:09:38"
"RK20180426883",1957,3115,"冷卷",1,3.556,2,"2018-04-26 18:09:53","2018-04-26 18:09:53"
"RK20180424282",1212,3109,"热卷",2,40.74,2,"2018-04-26 18:11:26","2018-04-26 18:11:26"
"RK20180424291",1212,3109,"热卷",2,40.152,2,"2018-04-26 18:13:02","2018-04-26 18:13:02"
"RK20180426884",959,376,"低合金中板",2,7.9128,2,"2018-04-26 18:13:30","2018-04-26 18:13:30"
"RK20180424263",1212,3109,"热卷",2,39.984,2,"2018-04-26 18:13:48","2018-04-26 18:13:48"
"RK20180424281",1212,3109,"热卷",2,39.627,2,"2018-04-26 18:14:07","2018-04-26 18:14:07"
"RK20180426885",253,376,"低合金中板",2,7.9128,2,"2018-04-26 18:15:04","2018-04-26 18:15:04"
"RK20180424288",1212,3109,"热卷",2,40.691,2,"2018-04-26 18:15:08","2018-04-26 18:15:08"
"RK20180426888",1852,323,"无缝管",91,24.4979,2,"2018-04-26 18:15:29","2018-04-26 18:15:29"
"RK20180426886",1761,376,"低合金中板",2,4.396,2,"2018-04-26 18:16:25","2018-04-26 18:16:25"
"RK20180424287",1212,3109,"热卷",2,40.145,2,"2018-04-26 18:16:28","2018-04-26 18:16:28"
"RK20180426887",2448,376,"低合金中板",2,4.396,2,"2018-04-26 18:17:06","2018-04-26 18:17:06"
"RK20180424261",1212,3109,"热卷",1,19.8086,2,"2018-04-26 18:18:13","2018-04-26 18:18:13"
"RK20180424261",1212,3105,"低合金卷",1,19.894,2,"2018-04-26 18:18:13","2018-04-26 18:18:13"
"RK20180424283",1212,3109,"热卷",2,40.124,2,"2018-04-26 18:19:05","2018-04-26 18:19:05"
"RK20180426892",316,3115,"冷卷",1,5.075,2,"2018-04-26 18:19:12","2018-04-26 18:19:12"
"RK20180426890",502,33419,"矩形坯",36,55.776,2,"2018-04-26 18:19:35","2018-04-26 18:19:35"
"RK20180426893",1850,3115,"冷卷",1,6.321,2,"2018-04-26 18:21:25","2018-04-26 18:21:25"
"RK20180424290",1212,3109,"热卷",2,40.348,2,"2018-04-26 18:22:27","2018-04-26 18:22:27"
"RK20180426896",318,3115,"冷卷",2,10.059,2,"2018-04-26 18:23:04","2018-04-26 18:23:04"
"RK20180424278",1212,3109,"热卷",2,40.838,2,"2018-04-26 18:23:54","2018-04-26 18:23:54"
"RK20180424279",1212,3109,"热卷",2,40.446,2,"2018-04-26 18:24:13","2018-04-26 18:24:13"
"RK20180426897",1850,3115,"冷卷",3,15.799,2,"2018-04-26 18:25:27","2018-04-26 18:25:27"
"RK20180424683",433,372,"普碳中板",18,42.0903,2,"2018-04-26 18:25:28","2018-04-26 18:25:28"
"RK20180424269",1212,3109,"热卷",1,20.1586,2,"2018-04-26 18:26:47","2018-04-26 18:26:47"
"RK20180424269",1212,3105,"低合金卷",1,20.062,2,"2018-04-26 18:26:47","2018-04-26 18:26:47"
"RK20180424274",1212,3109,"热卷",2,40.061,2,"2018-04-26 18:26:50","2018-04-26 18:26:50"
"RK20180423190",775,372,"普碳中板",10,15.5624,2,"2018-04-26 18:29:13","2018-04-26 18:29:13"
"RK20180423190",775,376,"低合金中板",9,22.2999,2,"2018-04-26 18:29:13","2018-04-26 18:29:13"
"RK20180423103",1621,372,"普碳中板",13,36.8725,2,"2018-04-26 18:30:46","2018-04-26 18:30:46"
"RK20180424272",1212,3109,"热卷",2,39.991,2,"2018-04-26 18:31:43","2018-04-26 18:31:43"
"RK20180424276",1212,3109,"热卷",2,40.264,2,"2018-04-26 18:32:53","2018-04-26 18:32:53"
"RK20180424226",1621,372,"普碳中板",16,45.2879,2,"2018-04-26 18:35:29","2018-04-26 18:35:29"
"RK20180424285",1212,3109,"热卷",2,40.6,2,"2018-04-26 18:36:01","2018-04-26 18:36:01"
"RK20180426898",1632,323,"无缝管",103,27.8796,2,"2018-04-26 18:37:32","2018-04-26 18:37:32"
"RK20180426899",1632,323,"无缝管",165,31.885,2,"2018-04-26 18:38:27","2018-04-26 18:38:27"
"RK20180426929",1632,323,"无缝管",379,36.169,2,"2018-04-26 18:39:28","2018-04-26 18:39:28"
"RK20180424266",1212,3109,"热卷",2,40.187,2,"2018-04-26 18:40:16","2018-04-26 18:40:16"
"RK20180424262",1212,3109,"热卷",2,39.788,2,"2018-04-26 18:40:48","2018-04-26 18:40:48"
"RK20180426930",2229,33527,"盘圆",17,23.324,2,"2018-04-26 18:42:20","2018-04-26 18:42:20"
"RK20180424289",1212,3109,"热卷",2,39.417,2,"2018-04-26 18:43:57","2018-04-26 18:43:57"
"RK20180426932",2732,323,"无缝管",70,25.8909,2,"2018-04-26 18:46:20","2018-04-26 18:46:20"
"RK20180426936",2732,323,"无缝管",67,24.5882,2,"2018-04-26 18:47:32","2018-04-26 18:47:32"
"RK20180426941",1632,323,"无缝管",103,27.846,2,"2018-04-26 18:49:28","2018-04-26 18:49:28"
"RK20180426942",240,3115,"冷卷",2,11.879,2,"2018-04-26 18:49:33","2018-04-26 18:49:33"
"RK20180426802",2242,3109,"热卷",2,24.598,2,"2018-04-26 18:51:27","2018-04-26 18:51:27"
"RK20180426947",502,33419,"矩形坯",32,49.7924,2,"2018-04-26 19:11:18","2018-04-26 19:11:18"
"RK20180426949",948,3109,"热卷",2,40.999,2,"2018-04-26 19:17:13","2018-04-26 19:17:13"
"RK20180426951",948,376,"低合金中板",2,5.7302,2,"2018-04-26 19:18:26","2018-04-26 19:18:26"
"RK20180426952",948,376,"低合金中板",8,20.3238,2,"2018-04-26 19:19:25","2018-04-26 19:19:25"
"RK20180426955",1851,372,"普碳中板",7,18.0817,2,"2018-04-26 19:21:08","2018-04-26 19:21:08"
"RK20180426955",1851,376,"低合金中板",3,6.6808,2,"2018-04-26 19:21:08","2018-04-26 19:21:08"
"RK20180426953",232,3109,"热卷",1,20.496,2,"2018-04-26 19:21:09","2018-04-26 19:21:09"
"RK20180426959",502,33419,"矩形坯",36,55.9517,2,"2018-04-26 19:26:56","2018-04-26 19:26:56"
"RK20180425633",760,3109,"热卷",1,18.2455,2,"2018-04-26 19:37:38","2018-04-26 19:37:38"
"RK20180425531",194,3105,"低合金卷",1,20.1005,2,"2018-04-26 19:38:51","2018-04-26 19:38:51"
"RK20180425528",194,3105,"低合金卷",2,40.1975,2,"2018-04-26 19:44:34","2018-04-26 19:44:34"
"RK20180426966",502,33419,"矩形坯",36,55.8957,2,"2018-04-26 19:47:11","2018-04-26 19:47:11"
"RK20180425664",292,3105,"低合金卷",1,20.4855,2,"2018-04-26 19:49:35","2018-04-26 19:49:35"
"RK20180425523",194,3105,"低合金卷",1,20.1215,2,"2018-04-26 19:51:27","2018-04-26 19:51:27"
"RK20180425634",216,3105,"低合金卷",2,41.622,2,"2018-04-26 19:51:51","2018-04-26 19:51:51"
"RK20180425524",194,3105,"低合金卷",1,20.2685,2,"2018-04-26 19:55:20","2018-04-26 19:55:20"
"RK20180425638",216,3105,"低合金卷",2,41.6465,2,"2018-04-26 19:55:42","2018-04-26 19:55:42"
"RK20180425656",1542,3105,"低合金卷",1,19.852,2,"2018-04-26 19:59:16","2018-04-26 19:59:16"
"RK201804251003",1400,376,"低合金中板",15,35.9086,2,"2018-04-26 20:07:52","2018-04-26 20:07:52"
"RK201804251002",1400,376,"低合金中板",10,30.0041,2,"2018-04-26 20:09:42","2018-04-26 20:09:42"
"RK201804251002",1400,372,"普碳中板",2,6.1432,2,"2018-04-26 20:09:42","2018-04-26 20:09:42"
"RK20180425671",297,379,"花纹卷",1,7.882,2,"2018-04-26 20:10:51","2018-04-26 20:10:51"
"RK20180425501",1400,3109,"热卷",2,15.1165,2,"2018-04-26 20:11:35","2018-04-26 20:11:35"
"RK201804251010",2609,372,"普碳中板",16,28.4914,2,"2018-04-26 20:19:29","2018-04-26 20:19:29"
"RK201804251010",2609,376,"低合金中板",3,8.5596,2,"2018-04-26 20:19:29","2018-04-26 20:19:29"
"RK201804251015",433,372,"普碳中板",19,38.3691,2,"2018-04-26 20:25:48","2018-04-26 20:25:48"
"RK20180425576",169,3109,"热卷",2,41.1565,2,"2018-04-26 20:28:39","2018-04-26 20:28:39"
"RK20180426994",NA,NA,"",0,0,0,"2018-04-26 20:30:55","2018-04-26 20:30:55"
"RK20180425632",760,3109,"热卷",2,41.951,2,"2018-04-26 20:32:06","2018-04-26 20:32:06"
"RK20180425483",1400,3109,"热卷",2,42.385,2,"2018-04-26 20:33:30","2018-04-26 20:33:30"
"RK20180426997",502,33419,"矩形坯",24,37.2365,2,"2018-04-26 20:35:50","2018-04-26 20:35:50"
"RK20180425641",216,3105,"低合金卷",1,20.86,2,"2018-04-26 20:38:10","2018-04-26 20:38:10"
"RK20180425502",1400,3109,"热卷",1,20.216,2,"2018-04-26 20:39:06","2018-04-26 20:39:06"
"RK20180425518",194,3105,"低合金卷",1,20.8145,2,"2018-04-26 20:39:16","2018-04-26 20:39:16"
"RK20180425631",760,3109,"热卷",1,20.755,2,"2018-04-26 20:41:14","2018-04-26 20:41:14"
"RK20180425527",194,3105,"低合金卷",1,20.1075,2,"2018-04-26 20:46:29","2018-04-26 20:46:29"
"RK201804261004",502,33419,"矩形坯",36,55.944,2,"2018-04-26 20:46:47","2018-04-26 20:46:47"
"RK20180425570",169,3109,"热卷",2,16.0825,2,"2018-04-26 20:46:59","2018-04-26 20:46:59"
"RK20180425570",169,3105,"低合金卷",2,20.09,2,"2018-04-26 20:46:59","2018-04-26 20:46:59"
"RK20180425658",1542,3105,"低合金卷",1,20.7305,2,"2018-04-26 20:47:36","2018-04-26 20:47:36"
"RK201804261005",193,3109,"热卷",2,30.562,2,"2018-04-26 20:47:38","2018-04-26 20:47:38"
"RK201804261006",312,3114,"冷板",1,4.417,2,"2018-04-26 20:50:09","2018-04-26 20:50:09"
"RK201804261007",312,3114,"冷板",2,7.749,2,"2018-04-26 20:51:08","2018-04-26 20:51:08"
"RK20180425479",1400,3109,"热卷",1,21.2275,2,"2018-04-26 20:51:42","2018-04-26 20:51:42"
"RK20180425630",760,3109,"热卷",1,21.1225,2,"2018-04-26 20:52:42","2018-04-26 20:52:42"
"RK201804261010",1761,372,"普碳中板",3,7.8484,2,"2018-04-26 20:53:46","2018-04-26 20:53:46"
"RK201804261010",1761,376,"低合金中板",1,2.0223,2,"2018-04-26 20:53:46","2018-04-26 20:53:46"
"RK20180425670",297,3105,"低合金卷",2,46.074,2,"2018-04-26 20:56:24","2018-04-26 20:56:24"
"RK20180425529",194,3105,"低合金卷",2,40.796,2,"2018-04-26 20:56:54","2018-04-26 20:56:54"
"RK20180425640",216,3105,"低合金卷",2,41.538,2,"2018-04-26 20:58:51","2018-04-26 20:58:51"
"RK20180425668",297,3105,"低合金卷",2,46.2175,2,"2018-04-26 21:06:27","2018-04-26 21:06:27"
"RK20180425488",1400,3109,"热卷",1,20.9685,2,"2018-04-26 21:06:35","2018-04-26 21:06:35"
"RK20180425636",216,3105,"低合金卷",1,20.804,2,"2018-04-26 21:08:49","2018-04-26 21:08:49"
"RK20180425643",216,3105,"低合金卷",2,41.538,2,"2018-04-26 21:12:39","2018-04-26 21:12:39"
"RK201804231121",948,3105,"低合金卷",2,29.61,2,"2018-04-26 21:20:19","2018-04-26 21:20:19"
"RK201804261022",291,37,"槽钢",31,41.944,2,"2018-04-26 21:35:00","2018-04-26 21:35:00"
"RK20180424681",2609,372,"普碳中板",16,44.877,2,"2018-04-26 21:46:34","2018-04-26 21:46:34"
"RK20180424685",1212,372,"普碳中板",17,44.6782,2,"2018-04-26 21:47:17","2018-04-26 21:47:17"
"RK201804251014",433,372,"普碳中板",13,36.7521,2,"2018-04-26 21:52:54","2018-04-26 21:52:54"
"RK20180425530",194,3105,"低合金卷",2,40.2955,2,"2018-04-26 21:56:14","2018-04-26 21:56:14"
"RK201804261040",NA,NA,"",0,0,0,"2018-04-26 21:56:18","2018-04-26 21:56:18"
"RK201804261041",1852,323,"无缝管",252,31.724,2,"2018-04-26 21:57:10","2018-04-26 21:57:10"
"RK201804251012",433,372,"普碳中板",5,13.4848,2,"2018-04-26 21:57:34","2018-04-26 21:57:34"
"RK201804251012",433,376,"低合金中板",9,31.8388,2,"2018-04-26 21:57:34","2018-04-26 21:57:34"
"RK201804251008",2609,372,"普碳中板",13,36.4714,2,"2018-04-26 22:01:59","2018-04-26 22:01:59"
"RK201804251016",1212,372,"普碳中板",8,20.6227,2,"2018-04-26 22:08:22","2018-04-26 22:08:22"
"RK201804251016",1212,376,"低合金中板",14,17.9172,2,"2018-04-26 22:08:22","2018-04-26 22:08:22"
"RK20180424682",2609,372,"普碳中板",13,36.3153,2,"2018-04-26 22:08:28","2018-04-26 22:08:28"
"RK201804251021",1621,372,"普碳中板",3,5.9759,2,"2018-04-26 22:12:59","2018-04-26 22:12:59"
"RK201804251021",1621,376,"低合金中板",9,20.6696,2,"2018-04-26 22:12:59","2018-04-26 22:12:59"
"RK20180424233",2669,372,"普碳中板",1,2.6593,2,"2018-04-26 22:14:39","2018-04-26 22:14:39"
"RK20180424233",2669,376,"低合金中板",1,2.7804,2,"2018-04-26 22:14:39","2018-04-26 22:14:39"
"RK201804251022",2669,376,"低合金中板",4,11.0747,2,"2018-04-26 22:14:40","2018-04-26 22:14:40"
"RK201804261047",1761,372,"普碳中板",11,29.6219,2,"2018-04-26 22:15:46","2018-04-26 22:15:46"
"RK201804251007",2609,372,"普碳中板",12,29.5995,2,"2018-04-26 22:19:14","2018-04-26 22:19:14"
"RK201804251007",2609,376,"低合金中板",3,6.7795,2,"2018-04-26 22:19:14","2018-04-26 22:19:14"
"RK20180424229",1621,376,"低合金中板",11,31.2277,2,"2018-04-26 22:21:12","2018-04-26 22:21:12"
"RK20180424224",1621,376,"低合金中板",16,45.2389,2,"2018-04-26 22:30:49","2018-04-26 22:30:49"
"RK20180424225",1621,372,"普碳中板",9,21.7343,2,"2018-04-26 22:33:45","2018-04-26 22:33:45"
"RK201804251005",2609,372,"普碳中板",16,45.5056,2,"2018-04-26 22:34:06","2018-04-26 22:34:06"
"RK20180424231",2669,372,"普碳中板",8,21.0581,2,"2018-04-26 22:36:41","2018-04-26 22:36:41"
"RK201804251013",433,372,"普碳中板",22,35.1386,2,"2018-04-26 22:37:57","2018-04-26 22:37:57"
"RK201804251013",433,376,"低合金中板",3,10.6078,2,"2018-04-26 22:37:57","2018-04-26 22:37:57"
"RK20180424679",775,372,"普碳中板",13,36.5715,2,"2018-04-26 22:41:06","2018-04-26 22:41:06"
"RK201804251006",2609,372,"普碳中板",16,37.3674,2,"2018-04-26 22:41:20","2018-04-26 22:41:20"
"RK201804251006",2609,376,"低合金中板",3,7.6706,2,"2018-04-26 22:41:20","2018-04-26 22:41:20"
"RK201804251004",775,372,"普碳中板",7,19.8625,2,"2018-04-26 22:44:33","2018-04-26 22:44:33"
"RK201804251004",775,376,"低合金中板",8,18.4821,2,"2018-04-26 22:44:33","2018-04-26 22:44:33"
"RK201804261066",1761,372,"普碳中板",1,2.7321,2,"2018-04-26 23:04:29","2018-04-26 23:04:29"
"RK20180425642",216,3105,"低合金卷",2,40.432,2,"2018-04-26 23:38:50","2018-04-26 23:38:50"
"RK20180425667",292,3105,"低合金卷",1,20.0865,2,"2018-04-26 23:45:13","2018-04-26 23:45:13"
"RK20180425659",1542,3105,"低合金卷",1,19.733,2,"2018-04-26 23:47:10","2018-04-26 23:47:10"
"RK20180424979",169,3109,"热卷",2,41.006,2,"2018-04-26 23:49:22","2018-04-26 23:49:22"
"RK201804261073",NA,NA,"",4,0,0,"2018-04-26 23:53:52","2018-04-26 23:53:52"
"RK20180427002",1852,323,"无缝管",278,27.4477,2,"2018-04-26 23:59:25","2018-04-26 23:59:25"
"RK20180425497",1400,3115,"冷卷",1,5.131,2,"2018-04-26 23:59:27","2018-04-26 23:59:27"
"RK20180425538",427,3115,"冷卷",2,10.241,2,"2018-04-27 00:01:42","2018-04-27 00:01:42"
"RK20180425627",973,3115,"冷卷",3,15.477,2,"2018-04-27 00:06:23","2018-04-27 00:06:23"
"RK20180425652",1588,3115,"冷卷",3,15.351,2,"2018-04-27 00:08:44","2018-04-27 00:08:44"
"RK20180425535",427,3115,"冷卷",2,10.22,2,"2018-04-27 00:30:40","2018-04-27 00:30:40"
"RK20180425534",427,3115,"冷卷",1,4.928,2,"2018-04-27 00:30:49","2018-04-27 00:30:49"
