"c2014","c2015","c2016","c2017","c2018","c2019","c2020","c2021","c2022"
"CK20180425883",169,3120,"酸洗卷",2,19.558,11,"2018-04-25 17:26:24","2018-04-25 17:26:24"
"CK20180425780",292,3109,"热卷",2,12.159,11,"2018-04-25 16:35:11","2018-04-25 17:26:26"
"CK20180425884",169,3120,"酸洗卷",2,17.22,11,"2018-04-25 17:27:23","2018-04-25 17:27:23"
"CK20180425887",169,3120,"酸洗卷",2,19.901,11,"2018-04-25 17:28:01","2018-04-25 17:28:01"
"CK20180425888",169,3120,"酸洗卷",2,19.642,11,"2018-04-25 17:28:48","2018-04-25 17:28:48"
"CK20180425890",169,3120,"酸洗卷",3,16.842,11,"2018-04-25 17:29:33","2018-04-25 17:29:33"
"CK20180425896",169,3119,"镀锌卷",9,44.905,11,"2018-04-25 17:29:37","2018-04-25 17:29:37"
"CK20180425900",169,3120,"酸洗卷",12,83.461,11,"2018-04-25 17:30:30","2018-04-25 17:30:30"
"CK20180425904",1161,3115,"冷卷",6,21.504,11,"2018-04-25 17:31:08","2018-04-25 17:31:08"
"CK20180425902",2609,372,"普碳中板",4,9.1777,11,"2018-04-25 17:32:02","2018-04-25 17:32:02"
"CK20180425907",2609,376,"低合金中板",2,7.1624,11,"2018-04-25 17:32:40","2018-04-25 17:32:40"
"CK20180425906",297,3115,"冷卷",1,3.983,11,"2018-04-25 17:33:29","2018-04-25 17:33:29"
"CK20180425910",297,3115,"冷卷",5,28.91,11,"2018-04-25 17:33:57","2018-04-25 17:33:57"
"CK20180425912",2609,376,"低合金中板",6,31.1458,11,"2018-04-25 17:34:14","2018-04-25 17:34:14"
"CK20180425914",297,3109,"热卷",1,20.391,11,"2018-04-25 17:35:12","2018-04-25 17:35:12"
"CK20180425909",1621,372,"普碳中板",4,15.3223,11,"2018-04-25 17:34:41","2018-04-25 17:35:39"
"CK20180425915",250,3115,"冷卷",5,28.91,11,"2018-04-25 17:36:07","2018-04-25 17:36:07"
"CK20180425922",1640,33441,"不锈钢冷卷",7,38.7023,11,"2018-04-25 17:36:53","2018-04-25 17:36:53"
"CK20180425931",2431,3109,"热卷",7,145.1506,11,"2018-04-25 17:37:58","2018-04-25 17:37:58"
"CK20180425929",952,376,"低合金中板",5,11.8629,11,"2018-04-25 17:39:25","2018-04-25 17:39:25"
"CK20180425741",273,3120,"酸洗卷",1,1.015,11,"2018-04-25 16:06:26","2018-04-25 17:39:30"
"CK20180425742",273,3120,"酸洗卷",1,1.197,11,"2018-04-25 16:06:44","2018-04-25 17:39:40"
"CKW20180425102",292,3105,"低合金卷",4,26.831,11,"2018-04-25 17:40:13","2018-04-25 17:40:13"
"CKW20180425103",1668,3109,"热卷",1,20.6101,11,"2018-04-25 17:46:57","2018-04-25 17:46:57"
"CK20180425938",364,3115,"冷卷",3,23.247,11,"2018-04-25 17:47:24","2018-04-25 17:47:24"
"CK20180425939",952,316,"H型钢",6,16.2778,11,"2018-04-25 17:47:56","2018-04-25 17:47:56"
"CKW20180425104",297,3105,"低合金卷",1,22.8025,11,"2018-04-25 17:49:21","2018-04-25 17:49:21"
"CK20180425941",364,3115,"冷卷",4,18.067,11,"2018-04-25 17:49:48","2018-04-25 17:49:48"
"CK20180425943",952,316,"H型钢",4,12.5328,11,"2018-04-25 17:50:56","2018-04-25 17:50:56"
"CK20180425944",364,3115,"冷卷",4,15.155,11,"2018-04-25 17:51:41","2018-04-25 17:51:41"
"CK20180425948",1400,3119,"镀锌卷",9,44.905,11,"2018-04-25 17:53:22","2018-04-25 17:53:22"
"CKW20180425105",2164,3109,"热卷",1,20.1565,11,"2018-04-25 17:53:57","2018-04-25 17:53:57"
"CKW20180425106",2467,379,"花纹卷",1,15.512,11,"2018-04-25 17:55:41","2018-04-25 17:55:41"
"CK20180425951",1400,3115,"冷卷",1,4.893,11,"2018-04-25 17:56:07","2018-04-25 17:56:07"
"CK20180425953",1400,3105,"低合金卷",1,11.648,11,"2018-04-25 17:57:39","2018-04-25 17:57:39"
"CK20180425959",948,376,"低合金中板",2,4.5941,11,"2018-04-25 18:01:08","2018-04-25 18:02:12"
"CK20180425960",775,376,"低合金中板",2,5.6462,11,"2018-04-25 18:01:45","2018-04-25 18:02:43"
"CK20180425962",192,3115,"冷卷",1,4.837,11,"2018-04-25 18:02:49","2018-04-25 18:02:49"
"CK20180425967",961,33386,"普碳中厚板",2,10.2753,11,"2018-04-25 18:04:29","2018-04-25 18:04:29"
"CK20180425903",427,3115,"冷卷",1,3.787,11,"2018-04-25 17:32:24","2018-04-25 18:09:40"
"CK20180425905",2454,3119,"镀锌卷",9,47.551,11,"2018-04-25 17:33:05","2018-04-25 18:09:58"
"CK20180425882",427,3115,"冷卷",2,7.42,11,"2018-04-25 17:26:41","2018-04-25 18:10:24"
"CK20180425973",200,33419,"矩形坯",32,49.6944,11,"2018-04-25 18:12:34","2018-04-25 18:12:34"
"CK20180425771",427,3115,"冷卷",1,5.705,11,"2018-04-25 16:31:34","2018-04-25 18:13:23"
"CK20180425832",427,3115,"冷卷",1,5.831,11,"2018-04-25 17:06:03","2018-04-25 18:14:20"
"CK20180425974",502,33419,"矩形坯",32,49.6944,11,"2018-04-25 18:13:40","2018-04-25 18:14:41"
"CK20180425976",2213,316,"H型钢",6,16.2778,11,"2018-04-25 18:18:44","2018-04-25 18:18:44"
"CK20180425826",1583,3109,"热卷",3,44.03,11,"2018-04-25 17:01:37","2018-04-25 18:18:48"
"CK20180425913",1583,3109,"热卷",1,14.63,11,"2018-04-25 17:35:10","2018-04-25 18:18:55"
"CK20180425979",501,36,"盘螺",22,30.8,11,"2018-04-25 18:19:54","2018-04-25 18:20:02"
"CK20180425980",501,36,"盘螺",4,5.6,11,"2018-04-25 18:20:14","2018-04-25 18:20:24"
"CK20180425981",952,372,"普碳中板",14,29.169,11,"2018-04-25 18:22:49","2018-04-25 18:22:49"
"CK20180425983",1621,376,"低合金中板",3,13.4666,11,"2018-04-25 18:29:32","2018-04-25 18:29:32"
"CK20180425984",1638,33441,"不锈钢冷卷",2,11.7173,11,"2018-04-25 18:30:08","2018-04-25 18:30:08"
"CK20180425986",1621,376,"低合金中板",3,7.2317,11,"2018-04-25 18:30:56","2018-04-25 18:30:56"
"CK20180425987",1638,33441,"不锈钢冷卷",3,16.3688,11,"2018-04-25 18:31:35","2018-04-25 18:31:35"
"CK20180425990",1668,3120,"酸洗卷",1,6.797,11,"2018-04-25 18:33:24","2018-04-25 18:33:24"
"CK20180425988",952,372,"普碳中板",10,20.4218,11,"2018-04-25 18:34:20","2018-04-25 18:34:20"
"CKW20180425108",789,33320,"镀铝锌卷",4,24.738,11,"2018-04-25 18:34:27","2018-04-25 18:34:27"
"CKW20180425107",2049,3109,"热卷",1,15.575,11,"2018-04-25 18:35:25","2018-04-25 18:35:25"
"CK20180425994",2462,3128,"螺纹钢",71,140,11,"2018-04-25 18:35:56","2018-04-25 18:35:56"
"CK20180425993",1668,3109,"热卷",1,20.7018,11,"2018-04-25 18:38:01","2018-04-25 18:38:01"
"CK20180425995",2275,3115,"冷卷",2,13.629,11,"2018-04-25 18:38:02","2018-04-25 18:38:02"
"CK20180425996",1400,33414,"低合金中厚板",2,7.4165,11,"2018-04-25 18:39:42","2018-04-25 18:39:42"
"CK20180425996",1400,376,"低合金中板",9,34.0179,11,"2018-04-25 18:39:42","2018-04-25 18:39:42"
"CK20180425996",1400,372,"普碳中板",1,2.3065,11,"2018-04-25 18:39:42","2018-04-25 18:39:42"
"CK20180425998",1128,376,"低合金中板",3,11.242,11,"2018-04-25 18:41:21","2018-04-25 18:41:21"
"CK20180425999",2275,3115,"冷卷",1,4.368,11,"2018-04-25 18:42:24","2018-04-25 18:42:24"
"CK201804251001",1400,376,"低合金中板",26,64.1466,11,"2018-04-25 18:42:38","2018-04-25 18:42:38"
"CK20180425985",1534,3115,"冷卷",3,14.777,11,"2018-04-25 18:30:42","2018-04-25 18:43:18"
"CK20180425866",1534,3115,"冷卷",4,21.651,11,"2018-04-25 17:21:27","2018-04-25 18:43:29"
"CK201804251002",1534,3114,"冷板",5,18.97,11,"2018-04-25 18:43:50","2018-04-25 18:44:48"
"CK201804251006",1600,3115,"冷卷",1,4.074,11,"2018-04-25 18:47:18","2018-04-25 18:48:35"
"CKW20180425109",972,3115,"冷卷",1,3.934,11,"2018-04-25 18:49:10","2018-04-25 18:49:10"
"CK20180425919",973,3115,"冷卷",2,6.853,11,"2018-04-25 17:37:56","2018-04-25 18:49:19"
"CK20180425837",973,3115,"冷卷",7,25.816,11,"2018-04-25 17:08:15","2018-04-25 18:49:33"
"CK201804251005",1400,3109,"热卷",4,62.762,11,"2018-04-25 18:46:38","2018-04-25 18:50:58"
"CKW20180425110",972,3115,"冷卷",2,13.629,11,"2018-04-25 18:51:38","2018-04-25 18:51:38"
"CKW20180425111",344,379,"花纹卷",3,23.744,11,"2018-04-25 18:53:53","2018-04-25 18:53:53"
"CKW20180425112",789,33320,"镀铝锌卷",1,6.265,11,"2018-04-25 18:56:03","2018-04-25 18:56:03"
"CK201804251004",344,3109,"热卷",2,40.817,11,"2018-04-25 18:46:28","2018-04-25 18:58:13"
"CK201804251003",344,3109,"热卷",1,14.749,11,"2018-04-25 18:44:24","2018-04-25 18:58:48"
"CK201804251020",2229,3128,"螺纹钢",13,25.7495,11,"2018-04-25 19:00:06","2018-04-25 19:01:40"
"CK20180425982",1055,3119,"镀锌卷",1,5.187,11,"2018-04-25 18:28:05","2018-04-25 19:02:59"
"CKW20180425113",381,3109,"热卷",1,20.391,11,"2018-04-25 19:04:01","2018-04-25 19:04:01"
"CK201804251022",2229,3128,"螺纹钢",6,11.7915,11,"2018-04-25 19:03:55","2018-04-25 19:05:50"
"CKW20180425114",193,3115,"冷卷",2,7.805,11,"2018-04-25 19:06:38","2018-04-25 19:06:38"
"CK201804251011",194,3105,"低合金卷",1,7.511,11,"2018-04-25 18:53:38","2018-04-25 19:06:40"
"CK201804251009",344,3109,"热卷",3,55.6115,11,"2018-04-25 18:51:35","2018-04-25 19:06:54"
"CK201804251028",192,3114,"冷板",3,6.902,11,"2018-04-25 19:08:16","2018-04-25 19:08:16"
"CKW20180425115",2164,3115,"冷卷",1,6.993,11,"2018-04-25 19:09:13","2018-04-25 19:09:13"
"CK201804251031",1474,3114,"冷板",5,16.6565,11,"2018-04-25 19:09:37","2018-04-25 19:09:37"
"CK201804251030",2182,318,"连铸方坯",1,5.1828,11,"2018-04-25 19:09:14","2018-04-25 19:10:16"
"CK201804251034",2221,3114,"冷板",5,16.6565,11,"2018-04-25 19:10:22","2018-04-25 19:10:22"
"CK201804251036",1212,376,"低合金中板",10,26.376,11,"2018-04-25 19:11:46","2018-04-25 19:12:46"
"CK20180425997",189,33326,"冷硬卷",4,56.315,11,"2018-04-25 18:41:25","2018-04-25 19:18:56"
"CK201804251012",189,33326,"冷硬卷",1,7.497,11,"2018-04-25 18:53:49","2018-04-25 19:19:09"
"CK201804251000",1400,3109,"热卷",4,62.202,11,"2018-04-25 18:43:41","2018-04-25 19:21:16"
"CK201804251021",1613,33441,"不锈钢冷卷",2,11.0285,11,"2018-04-25 19:04:01","2018-04-25 19:21:31"
"CK201804251046",192,3114,"冷板",5,13.867,11,"2018-04-25 19:22:18","2018-04-25 19:22:18"
"CK201804251048",1498,316,"H型钢",8,22.211,11,"2018-04-25 19:23:21","2018-04-25 19:25:57"
"CK201804251050",192,3115,"冷卷",4,22.484,11,"2018-04-25 19:26:45","2018-04-25 19:26:45"
"CK20180425989",297,3115,"冷卷",2,10.311,11,"2018-04-25 18:34:47","2018-04-25 19:29:13"
"CK20180425936",297,3115,"冷卷",1,5.586,11,"2018-04-25 17:46:19","2018-04-25 19:29:45"
"CK20180425935",427,3115,"冷卷",1,5.152,11,"2018-04-25 17:46:06","2018-04-25 19:30:17"
"CKW20180425116",250,3115,"冷卷",1,5.53,11,"2018-04-25 19:33:16","2018-04-25 19:33:16"
"CK201804251055",1055,316,"H型钢",6,36.3384,11,"2018-04-25 19:34:30","2018-04-25 19:35:32"
"CK201804251056",1055,316,"H型钢",6,36.3384,11,"2018-04-25 19:35:51","2018-04-25 19:37:00"
"CK201804251014",973,3115,"冷卷",8,41.216,11,"2018-04-25 18:54:47","2018-04-25 19:47:49"
"CK201804251042",967,33330,"热轧带钢",14,39.732,11,"2018-04-25 19:18:10","2018-04-25 19:51:09"
"CK201804251039",219,3109,"热卷",2,13.321,11,"2018-04-25 19:15:03","2018-04-25 19:51:19"
"CK201804251037",1638,33441,"不锈钢冷卷",1,4.8692,11,"2018-04-25 19:14:14","2018-04-25 19:52:01"
"CK201804251072",219,3115,"冷卷",6,38.549,11,"2018-04-25 19:51:42","2018-04-25 19:52:48"
"CK201804251075",418,3128,"螺纹钢",10,14.3325,11,"2018-04-25 19:57:20","2018-04-25 19:58:45"
"CK201804251083",364,3115,"冷卷",2,8.001,11,"2018-04-25 20:05:18","2018-04-25 20:05:18"
"CK201804251087",364,3115,"冷卷",1,3.346,11,"2018-04-25 20:10:46","2018-04-25 20:10:46"
"CK201804251091",200,33419,"矩形坯",36,55.7375,11,"2018-04-25 20:12:28","2018-04-25 20:12:28"
"CK201804251090",180,33448,"八角锭",12,40.572,11,"2018-04-25 20:12:13","2018-04-25 20:13:12"
"CK201804251092",502,33419,"矩形坯",36,55.7375,11,"2018-04-25 20:13:53","2018-04-25 20:14:54"
"CK201804251029",934,3109,"热卷",4,58.59,11,"2018-04-25 19:09:08","2018-04-25 20:17:12"
"CK201804251076",1668,3109,"热卷",1,20.7718,11,"2018-04-25 19:57:57","2018-04-25 20:17:33"
"CK201804251100",2229,3128,"螺纹钢",4,7.889,11,"2018-04-25 20:17:01","2018-04-25 20:18:04"
"CK201804251058",934,3109,"热卷",2,29.288,11,"2018-04-25 19:37:05","2018-04-25 20:18:07"
"CK201804251077",1668,3109,"热卷",1,20.5037,11,"2018-04-25 19:58:08","2018-04-25 20:18:12"
"CK201804251024",427,3109,"热卷",1,15.638,11,"2018-04-25 19:06:39","2018-04-25 20:18:36"
"CK201804251063",1668,3109,"热卷",1,20.8509,11,"2018-04-25 19:43:05","2018-04-25 20:18:38"
"CK201804251110",952,372,"普碳中板",2,4.2196,11,"2018-04-25 20:27:01","2018-04-25 20:27:01"
"CK201804251102",1400,3109,"热卷",4,62.461,11,"2018-04-25 20:17:56","2018-04-25 20:34:09"
"CK201804251074",1699,3115,"冷卷",6,44.093,11,"2018-04-25 19:54:59","2018-04-25 20:36:09"
"CK201804251085",427,3115,"冷卷",1,3.906,11,"2018-04-25 20:09:19","2018-04-25 20:38:48"
"CK201804251070",192,3115,"冷卷",2,9.982,11,"2018-04-25 19:48:33","2018-04-25 20:39:05"
"CK201804251041",192,3115,"冷卷",3,14.014,11,"2018-04-25 19:15:43","2018-04-25 20:39:49"
"CKW20180425117",245,3109,"热卷",1,20.7018,11,"2018-04-25 20:42:55","2018-04-25 20:42:55"
"CK201804251114",1400,3109,"热卷",1,15.638,11,"2018-04-25 20:39:17","2018-04-25 20:45:33"
"CK201804251057",1181,3109,"热卷",1,19.901,11,"2018-04-25 19:36:17","2018-04-25 20:45:59"
"CK201804251010",1181,3109,"热卷",1,19.789,11,"2018-04-25 18:53:12","2018-04-25 20:46:14"
"CK201804251088",972,3115,"冷卷",3,11.865,11,"2018-04-25 20:11:50","2018-04-25 20:47:45"
"CK201804251127",250,3115,"冷卷",2,12.341,11,"2018-04-25 20:49:58","2018-04-25 20:49:58"
"CK201804251125",2425,323,"无缝管",384,28.2611,11,"2018-04-25 20:49:06","2018-04-25 20:50:15"
"CKW20180425118",1814,3115,"冷卷",1,4.046,11,"2018-04-25 20:50:16","2018-04-25 20:50:16"
"CK201804251128",1690,3108,"容器板",3,3.6813,11,"2018-04-25 20:51:22","2018-04-25 20:52:21"
"CK201804251129",1690,3108,"容器板",1,1.3762,11,"2018-04-25 20:51:52","2018-04-25 20:52:51"
"CK201804251116",219,3109,"热卷",2,14.469,11,"2018-04-25 20:42:44","2018-04-25 20:53:07"
"CK201804251025",219,3109,"热卷",2,14.56,11,"2018-04-25 19:06:53","2018-04-25 20:53:22"
"CK201804251107",973,3115,"冷卷",7,41.258,11,"2018-04-25 20:27:16","2018-04-25 20:53:29"
"CK201804251023",219,3109,"热卷",4,23.471,11,"2018-04-25 19:06:17","2018-04-25 20:53:36"
"CK201804251133",200,33419,"矩形坯",32,49.7056,11,"2018-04-25 20:55:36","2018-04-25 20:55:36"
"CK201804251101",972,3115,"冷卷",1,3.486,11,"2018-04-25 20:17:31","2018-04-25 20:56:16"
"CK201804251131",972,3115,"冷卷",2,6.573,11,"2018-04-25 20:55:43","2018-04-25 20:56:41"
"CK201804251132",2026,323,"无缝管",22,5.9262,11,"2018-04-25 20:55:42","2018-04-25 20:56:46"
"CK201804251142",502,33419,"矩形坯",32,49.7056,11,"2018-04-25 20:57:23","2018-04-25 20:58:29"
"CK201804251152",1046,323,"无缝管",151,24.2291,11,"2018-04-25 21:00:06","2018-04-25 21:00:06"
"CK201804251146",501,316,"H型钢",13,37.8,11,"2018-04-25 20:59:41","2018-04-25 21:00:38"
"CK201804251149",501,316,"H型钢",14,39.9,11,"2018-04-25 21:00:04","2018-04-25 21:01:01"
"CK201804251150",1128,372,"普碳中板",1,2.0307,11,"2018-04-25 21:00:52","2018-04-25 21:01:53"
"CK201804251153",775,372,"普碳中板",1,3.7254,11,"2018-04-25 21:02:47","2018-04-25 21:03:58"
"CK201804251040",2275,3115,"冷卷",2,11.011,11,"2018-04-25 19:15:22","2018-04-25 21:04:31"
"CK201804251157",2275,3115,"冷卷",1,6.524,11,"2018-04-25 21:03:52","2018-04-25 21:04:53"
"CK201804251112",2275,3115,"冷卷",1,7.021,11,"2018-04-25 20:29:23","2018-04-25 21:05:01"
"CK201804251158",433,372,"普碳中板",1,2.7566,11,"2018-04-25 21:04:26","2018-04-25 21:05:36"
"CK201804251159",1852,323,"无缝管",113,13.9461,11,"2018-04-25 21:04:20","2018-04-25 21:05:40"
"CK201804251160",1852,323,"无缝管",38,10.283,11,"2018-04-25 21:05:09","2018-04-25 21:06:10"
"CK201804251053",1181,3109,"热卷",2,40.7505,11,"2018-04-25 19:29:28","2018-04-25 21:07:46"
"CK201804251038",1400,3109,"热卷",1,15.61,11,"2018-04-25 19:14:36","2018-04-25 21:08:02"
"CK201804251151",427,3115,"冷卷",1,2.961,11,"2018-04-25 21:01:31","2018-04-25 21:13:11"
"CK201804251126",1223,3115,"冷卷",2,6.79,11,"2018-04-25 20:49:36","2018-04-25 21:14:11"
"CK201804251124",364,3115,"冷卷",1,4.025,11,"2018-04-25 20:47:41","2018-04-25 21:14:49"
"CK201804251113",1223,3115,"冷卷",1,5.327,11,"2018-04-25 20:34:15","2018-04-25 21:15:14"
"CK201804251175",2331,3128,"螺纹钢",4,6.111,11,"2018-04-25 21:14:59","2018-04-25 21:16:24"
"CK201804251176",1055,316,"H型钢",6,36.3384,11,"2018-04-25 21:16:54","2018-04-25 21:17:54"
"CK201804251177",1761,372,"普碳中板",7,14.8358,11,"2018-04-25 21:18:29","2018-04-25 21:19:54"
"CK201804251182",1046,323,"无缝管",93,25.1076,11,"2018-04-25 21:21:59","2018-04-25 21:21:59"
"CK201804251183",1761,376,"低合金中板",13,36.6324,11,"2018-04-25 21:22:10","2018-04-25 21:23:31"
"CK201804251185",1852,323,"无缝管",93,25.1076,11,"2018-04-25 21:23:06","2018-04-25 21:24:03"
"CK201804251187",1055,316,"H型钢",6,36.3384,11,"2018-04-25 21:23:42","2018-04-25 21:24:42"
"CK201804251188",1212,376,"低合金中板",5,9.149,11,"2018-04-25 21:23:46","2018-04-25 21:25:01"
"CK201804251189",1761,376,"低合金中板",6,17.2592,11,"2018-04-25 21:24:13","2018-04-25 21:25:19"
"CK201804251192",1212,372,"普碳中板",2,6.5282,11,"2018-04-25 21:26:31","2018-04-25 21:27:32"
"CK201804251207",2122,310,"等边角钢",4,7.497,11,"2018-04-25 21:33:32","2018-04-25 21:34:36"
"CK201804251216",972,3114,"冷板",1,3.836,11,"2018-04-25 21:44:01","2018-04-25 21:45:03"
"CK201804251217",1761,372,"普碳中板",9,18.8041,11,"2018-04-25 21:44:22","2018-04-25 21:45:30"
"CK201804251218",972,3114,"冷板",2,7.763,11,"2018-04-25 21:44:50","2018-04-25 21:45:51"
"CK201804251210",364,3115,"冷卷",2,7.896,11,"2018-04-25 21:37:12","2018-04-25 21:46:22"
"CK201804251219",1761,372,"普碳中板",5,10.3649,11,"2018-04-25 21:45:39","2018-04-25 21:46:44"
"CK201804251144",364,3115,"冷卷",1,3.703,11,"2018-04-25 20:57:42","2018-04-25 21:47:09"
"CK201804251220",972,3114,"冷板",1,3.906,11,"2018-04-25 21:46:49","2018-04-25 21:47:52"
"CK201804251222",2331,3128,"螺纹钢",2,3.822,11,"2018-04-25 21:52:33","2018-04-25 21:54:02"
"CK201804251111",1957,3115,"冷卷",1,4.914,11,"2018-04-25 20:27:52","2018-04-25 21:58:05"
"CK201804251227",775,372,"普碳中板",2,4.0026,11,"2018-04-25 21:57:04","2018-04-25 21:58:05"
"CK201804251143",192,3119,"镀锌卷",3,14.21,11,"2018-04-25 20:57:40","2018-04-25 21:58:22"
"CK201804251047",1957,3115,"冷卷",2,6.944,11,"2018-04-25 19:23:58","2018-04-25 21:58:49"
"CK201804251229",775,372,"普碳中板",1,5.7421,11,"2018-04-25 21:58:11","2018-04-25 21:59:11"
"CK201804251080",192,3115,"冷卷",1,6.398,11,"2018-04-25 20:03:16","2018-04-25 21:59:47"
"CK201804251230",775,372,"普碳中板",2,6.9055,11,"2018-04-25 21:58:59","2018-04-25 22:00:18"
"CK201804251231",775,372,"普碳中板",1,2.0573,11,"2018-04-25 21:59:57","2018-04-25 22:01:04"
"CK201804251232",775,372,"普碳中板",2,5.0484,11,"2018-04-25 22:00:50","2018-04-25 22:01:50"
"CK201804251235",775,372,"普碳中板",2,7.4704,11,"2018-04-25 22:01:33","2018-04-25 22:02:33"
"CK201804251236",775,372,"普碳中板",1,1.9957,11,"2018-04-25 22:02:06","2018-04-25 22:03:07"
"CK201804251200",335,3109,"热卷",2,41.146,11,"2018-04-25 21:30:29","2018-04-25 22:04:39"
"CK201804251242",1621,372,"普碳中板",18,35.294,11,"2018-04-25 22:07:24","2018-04-25 22:08:26"
"CK201804251242",1621,376,"低合金中板",3,8.9649,11,"2018-04-25 22:07:24","2018-04-25 22:08:26"
"CK201804251245",501,316,"H型钢",12,38.5,11,"2018-04-25 22:13:42","2018-04-25 22:14:45"
"CK201804251249",433,376,"低合金中板",7,15.6387,11,"2018-04-25 22:17:14","2018-04-25 22:18:19"
"CK201804251250",1474,323,"无缝管",10,20.6192,11,"2018-04-25 22:17:16","2018-04-25 22:18:19"
"CK201804251251",433,376,"低合金中板",7,15.9033,11,"2018-04-25 22:18:07","2018-04-25 22:19:11"
"CK201804251193",1699,3115,"冷卷",6,48.965,11,"2018-04-25 21:26:40","2018-04-25 22:19:12"
"CK201804251253",775,376,"低合金中板",2,7.4704,11,"2018-04-25 22:20:45","2018-04-25 22:21:44"
"CK201804251254",775,376,"低合金中板",1,3.808,11,"2018-04-25 22:21:22","2018-04-25 22:22:20"
"CK201804251255",525,3114,"冷板",3,9.639,11,"2018-04-25 22:21:33","2018-04-25 22:22:35"
"CK201804251224",1913,3119,"镀锌卷",4,18.865,11,"2018-04-25 21:55:00","2018-04-25 22:22:54"
"CK201804251256",775,376,"低合金中板",2,11.4604,11,"2018-04-25 22:22:00","2018-04-25 22:23:01"
"CK201804251267",1737,376,"低合金中板",10,12.348,11,"2018-04-25 22:28:11","2018-04-25 22:29:13"
"CK201804251270",2331,3128,"螺纹钢",41,55.8985,11,"2018-04-25 22:27:39","2018-04-25 22:29:27"
"CK201804251260",948,3105,"低合金卷",3,44.891,11,"2018-04-25 22:22:50","2018-04-25 22:33:51"
"CK201804251284",200,33419,"矩形坯",36,55.664,11,"2018-04-25 22:35:06","2018-04-25 22:35:06"
"CK201804251283",1217,33320,"镀铝锌卷",7,28.224,11,"2018-04-25 22:35:10","2018-04-25 22:36:12"
"CK201804251287",502,33419,"矩形坯",36,55.664,11,"2018-04-25 22:36:17","2018-04-25 22:37:18"
"CK201804251304",701,33320,"镀铝锌卷",1,1.54,11,"2018-04-25 22:43:49","2018-04-25 22:44:53"
"CK201804251306",802,33320,"镀铝锌卷",1,5.971,11,"2018-04-25 22:44:35","2018-04-25 22:45:59"
"CK201804251307",2509,33320,"镀铝锌卷",2,11.445,11,"2018-04-25 22:45:44","2018-04-25 22:46:47"
"CK201804251140",1223,3115,"冷卷",1,4.732,11,"2018-04-25 20:56:55","2018-04-25 22:46:53"
"CK201804251308",1223,3115,"冷卷",1,3.451,11,"2018-04-25 22:46:33","2018-04-25 22:47:34"
"CK201804251105",427,3115,"冷卷",1,4.984,11,"2018-04-25 20:26:35","2018-04-25 22:47:54"
"CK201804251106",364,3115,"冷卷",1,4.025,11,"2018-04-25 20:26:54","2018-04-25 22:48:14"
"CK201804251312",2489,323,"无缝管",14,27.678,11,"2018-04-25 22:49:03","2018-04-25 22:50:05"
"CK201804251313",364,3114,"冷板",2,6.58,11,"2018-04-25 22:52:25","2018-04-25 22:53:25"
"CK201804251314",364,3114,"冷板",1,3.444,11,"2018-04-25 22:53:12","2018-04-25 22:54:13"
"CK201804251315",2489,323,"无缝管",14,29.456,11,"2018-04-25 22:53:50","2018-04-25 22:54:51"
"CK201804251316",250,3115,"冷卷",1,4.921,11,"2018-04-25 22:55:37","2018-04-25 23:03:42"
"CK201804251239",250,3115,"冷卷",1,4.942,11,"2018-04-25 22:04:35","2018-04-25 23:04:04"
"CK201804251263",702,3109,"热卷",2,13.419,11,"2018-04-25 22:25:43","2018-04-25 23:04:44"
"CK201804251309",344,3109,"热卷",1,12.026,11,"2018-04-25 22:47:57","2018-04-25 23:06:52"
"CK201804251223",344,3109,"热卷",1,14.581,11,"2018-04-25 21:54:06","2018-04-25 23:07:39"
"CK201804251322",250,372,"普碳中板",2,4.6711,11,"2018-04-25 23:06:43","2018-04-25 23:07:43"
"CK201804251323",250,372,"普碳中板",13,28.3857,11,"2018-04-25 23:07:09","2018-04-25 23:08:12"
"CK201804251324",959,376,"低合金中板",9,23.4535,11,"2018-04-25 23:15:49","2018-04-25 23:16:59"
"CK201804251324",959,372,"普碳中板",3,11.0978,11,"2018-04-25 23:15:49","2018-04-25 23:16:59"
"CK201804251327",1178,3128,"螺纹钢",21,34.7795,11,"2018-04-25 23:20:29","2018-04-25 23:22:02"
"CK201804251328",250,3115,"冷卷",2,10.773,11,"2018-04-25 23:24:26","2018-04-25 23:31:33"
"CK201804251257",972,3115,"冷卷",2,9.912,11,"2018-04-25 22:22:14","2018-04-25 23:31:59"
"CK201804251248",972,3115,"冷卷",2,13.839,11,"2018-04-25 22:17:10","2018-04-25 23:34:31"
"CK201804251331",972,3115,"冷卷",2,7.847,11,"2018-04-25 23:24:57","2018-04-25 23:35:15"
"CK201804251329",297,3115,"冷卷",1,4.844,11,"2018-04-25 23:24:40","2018-04-25 23:36:25"
"CK201804251228",297,3115,"冷卷",1,4.886,11,"2018-04-25 21:57:47","2018-04-25 23:37:02"
"CK201804251333",1638,33441,"不锈钢冷卷",5,24.7926,11,"2018-04-25 23:34:15","2018-04-25 23:47:50"
"CK201804251337",1638,33441,"不锈钢冷卷",2,11.9707,11,"2018-04-25 23:47:34","2018-04-25 23:48:38"
"CK20180426001",775,376,"低合金中板",1,2.9918,11,"2018-04-25 23:59:11","2018-04-26 00:00:14"
"CK20180426008",1055,316,"H型钢",6,36.3384,11,"2018-04-26 00:06:23","2018-04-26 00:07:26"
