"r2014","r2015","r2016","r2017","r2018","r2019","r2020","r2021","r2022"
"RK20180131207",2124,3109,"热卷",15,304.3082,2,"2018-01-31 11:23:13","2018-01-31 11:23:13"
"RK20180131208",948,3109,"热卷",1,14.658,2,"2018-01-31 11:25:57","2018-01-31 11:25:57"
"RK20180131209",2124,3109,"热卷",6,120.61,2,"2018-01-31 11:26:11","2018-01-31 11:26:11"
"RK20180131212",2124,3109,"热卷",4,80.7555,2,"2018-01-31 11:27:23","2018-01-31 11:27:23"
"RK20180131213",502,33419,"矩形坯",40,61.7491,2,"2018-01-31 11:29:40","2018-01-31 11:29:40"
"RK20180131216",702,3120,"酸洗卷",5,31.458,2,"2018-01-31 11:37:23","2018-01-31 11:37:23"
"RK20180131217",458,3120,"酸洗卷",5,31.458,2,"2018-01-31 11:38:15","2018-01-31 11:38:15"
"RK20180131218",297,3114,"冷板",3,11.823,2,"2018-01-31 11:39:17","2018-01-31 11:39:17"
"RK20180131220",541,376,"低合金中板",9,16.8007,2,"2018-01-31 11:39:42","2018-01-31 11:39:42"
"RK20180131219",297,3114,"冷板",1,3.129,2,"2018-01-31 11:39:49","2018-01-31 11:39:49"
"RK20180131221",2144,394,"大梁卷",2,40.467,2,"2018-01-31 11:42:44","2018-01-31 11:42:44"
"RK20180131357",502,33419,"矩形坯",40,62.1124,2,"2018-01-31 11:52:26","2018-01-31 11:52:26"
"RK20180131358",397,3105,"低合金卷",1,20.4155,2,"2018-01-31 11:53:00","2018-01-31 11:53:00"
"RK20180131362",2144,394,"大梁卷",2,40.572,2,"2018-01-31 12:32:15","2018-01-31 12:32:15"
"RK20180131368",1551,3115,"冷卷",3,11.634,2,"2018-01-31 12:45:37","2018-01-31 12:45:37"
"RK20180131369",2144,394,"大梁卷",2,39.956,2,"2018-01-31 12:47:33","2018-01-31 12:47:33"
"RK20180131371",1551,3115,"冷卷",4,18.802,2,"2018-01-31 12:50:39","2018-01-31 12:50:39"
"RK20180131374",318,3115,"冷卷",4,27.678,2,"2018-01-31 12:57:15","2018-01-31 12:57:15"
"RK20180131376",502,33419,"矩形坯",36,55.6983,2,"2018-01-31 13:00:07","2018-01-31 13:00:07"
"RK20180131377",1118,379,"花纹卷",1,15.26,2,"2018-01-31 13:02:22","2018-01-31 13:02:22"
"RK20180131383",1668,3109,"热卷",1,20.881,2,"2018-01-31 13:07:09","2018-01-31 13:07:09"
"RK20180131380",1850,3115,"冷卷",1,5.425,2,"2018-01-31 13:07:26","2018-01-31 13:07:26"
"RK20180131382",1425,3114,"冷板",2,7.511,2,"2018-01-31 13:07:45","2018-01-31 13:07:45"
"RK20180131384",318,3115,"冷卷",1,4.886,2,"2018-01-31 13:08:34","2018-01-31 13:08:34"
"RK20180131387",1425,3114,"冷板",2,7.014,2,"2018-01-31 13:10:18","2018-01-31 13:10:18"
"RK20180131392",242,372,"普碳中板",67,126.1176,2,"2018-01-31 13:14:43","2018-01-31 13:14:43"
"RK20180131468",502,33419,"矩形坯",36,55.9468,2,"2018-01-31 13:23:22","2018-01-31 13:23:22"
"RK20180131472",948,3109,"热卷",2,39.5675,2,"2018-01-31 13:24:36","2018-01-31 13:24:36"
"RK20180131473",948,379,"花纹卷",1,14.511,2,"2018-01-31 13:26:17","2018-01-31 13:26:17"
"RK20180131475",297,3114,"冷板",3,10.703,2,"2018-01-31 13:27:15","2018-01-31 13:27:15"
"RK20180131481",1077,3109,"热卷",1,20.881,2,"2018-01-31 13:39:50","2018-01-31 13:39:50"
"RK20180131484",1400,3119,"镀锌卷",17,74.41,2,"2018-01-31 13:40:40","2018-01-31 13:40:40"
"RK20180131483",502,33419,"矩形坯",36,55.7025,2,"2018-01-31 13:42:24","2018-01-31 13:42:24"
"RK20180131489",502,33419,"矩形坯",36,55.916,2,"2018-01-31 14:02:44","2018-01-31 14:02:44"
"RK20180131491",1846,3115,"冷卷",4,17.696,2,"2018-01-31 14:08:13","2018-01-31 14:08:13"
"RK20180131492",1846,3114,"冷板",4,15.645,2,"2018-01-31 14:10:24","2018-01-31 14:10:24"
"RK20180131493",1846,3114,"冷板",3,10.416,2,"2018-01-31 14:11:31","2018-01-31 14:11:31"
"RK20180131497",1846,3114,"冷板",3,9.877,2,"2018-01-31 14:12:42","2018-01-31 14:12:42"
"RK20180131500",1846,3114,"冷板",5,19.341,2,"2018-01-31 14:14:11","2018-01-31 14:14:11"
"RK20180131502",1846,3114,"冷板",3,11.011,2,"2018-01-31 14:15:32","2018-01-31 14:15:32"
"RK20180131503",1846,3114,"冷板",3,11.606,2,"2018-01-31 14:16:32","2018-01-31 14:16:32"
"RK20180131509",948,3109,"热卷",1,20.874,2,"2018-01-31 14:22:21","2018-01-31 14:22:21"
"RK20180131516",616,3114,"冷板",4,12.439,2,"2018-01-31 14:27:14","2018-01-31 14:27:14"
"RK20180131516",616,3115,"冷卷",3,9.653,2,"2018-01-31 14:27:14","2018-01-31 14:27:14"
"RK20180131517",616,3114,"冷板",4,12.32,2,"2018-01-31 14:28:25","2018-01-31 14:28:25"
"RK20180131518",616,3114,"冷板",6,20.587,2,"2018-01-31 14:29:26","2018-01-31 14:29:26"
"RK20180131519",972,3115,"冷卷",1,5.803,2,"2018-01-31 14:30:24","2018-01-31 14:30:24"
"RK20180131520",616,3114,"冷板",3,10.801,2,"2018-01-31 14:30:36","2018-01-31 14:30:36"
"RK20180131521",1400,3119,"镀锌卷",7,30.373,2,"2018-01-31 14:31:03","2018-01-31 14:31:03"
"RK20180129606",2462,3128,"螺纹钢",24,47.418,2,"2018-01-31 14:31:15","2018-01-31 14:31:15"
"RK20180131522",967,33330,"热轧带钢",12,38.542,2,"2018-01-31 14:35:04","2018-01-31 14:35:04"
"RK20180131524",2202,33320,"镀铝锌卷",23,161.987,2,"2018-01-31 14:35:32","2018-01-31 14:35:32"
"RK20180131523",967,33330,"热轧带钢",12,38.64,2,"2018-01-31 14:36:37","2018-01-31 14:36:37"
"RK20180129603",2462,3128,"螺纹钢",24,47.166,2,"2018-01-31 14:37:36","2018-01-31 14:37:36"
"RK20180131528",320,3109,"热卷",6,72.723,2,"2018-01-31 14:39:50","2018-01-31 14:39:50"
"RK20180131532",320,3109,"热卷",14,173.894,2,"2018-01-31 14:40:59","2018-01-31 14:40:59"
"RK20180131531",972,3115,"冷卷",2,15.141,2,"2018-01-31 14:41:50","2018-01-31 14:41:50"
"RK20180131535",320,3109,"热卷",24,293.482,2,"2018-01-31 14:42:38","2018-01-31 14:42:38"
"RK20180131533",502,33419,"矩形坯",36,55.7529,2,"2018-01-31 14:43:20","2018-01-31 14:43:20"
"RK20180131538",320,3109,"热卷",33,406.602,2,"2018-01-31 14:44:39","2018-01-31 14:44:39"
"RK20180131540",320,3109,"热卷",25,305.697,2,"2018-01-31 14:47:25","2018-01-31 14:47:25"
"RK20180131541",320,3109,"热卷",10,114.856,2,"2018-01-31 14:50:12","2018-01-31 14:50:12"
"RK20180131543",320,3109,"热卷",3,37.037,2,"2018-01-31 14:51:17","2018-01-31 14:51:17"
"RK20180131550",320,3109,"热卷",97,1180.34,2,"2018-01-31 14:54:47","2018-01-31 14:54:47"
"RK20180131548",1668,3109,"热卷",3,62.0347,2,"2018-01-31 14:57:25","2018-01-31 14:57:25"
"RK20180131553",502,33419,"矩形坯",36,55.9538,2,"2018-01-31 15:02:19","2018-01-31 15:02:19"
"RK20180131555",433,372,"普碳中板",5,8.1487,2,"2018-01-31 15:04:07","2018-01-31 15:04:07"
"RK20180131556",1890,3115,"冷卷",1,5.593,2,"2018-01-31 15:05:29","2018-01-31 15:05:29"
"RK20180129609",2462,3128,"螺纹钢",24,47.362,2,"2018-01-31 15:06:06","2018-01-31 15:06:06"
"RK20180131558",250,3109,"热卷",1,12.53,2,"2018-01-31 15:08:21","2018-01-31 15:08:21"
"RK20180131562",952,33419,"矩形坯",26,40.824,2,"2018-01-31 15:18:29","2018-01-31 15:18:29"
"RK20180131563",952,33419,"矩形坯",30,46.942,2,"2018-01-31 15:18:58","2018-01-31 15:18:58"
"RK20180131565",952,33419,"矩形坯",26,40.726,2,"2018-01-31 15:19:26","2018-01-31 15:19:26"
"RK20180131566",952,33419,"矩形坯",26,40.726,2,"2018-01-31 15:19:55","2018-01-31 15:19:55"
"RK20180131567",952,33419,"矩形坯",30,46.956,2,"2018-01-31 15:20:25","2018-01-31 15:20:25"
"RK20180131568",2396,3120,"酸洗卷",6,33.306,2,"2018-01-31 15:20:30","2018-01-31 15:20:30"
"RK20180131569",952,33419,"矩形坯",26,40.796,2,"2018-01-31 15:21:14","2018-01-31 15:21:14"
"RK20180131570",952,33419,"矩形坯",30,47.194,2,"2018-01-31 15:21:44","2018-01-31 15:21:44"
"RK20180131571",952,33419,"矩形坯",30,47.012,2,"2018-01-31 15:23:00","2018-01-31 15:23:00"
"RK20180131572",952,33419,"矩形坯",30,46.774,2,"2018-01-31 15:23:32","2018-01-31 15:23:32"
"RK20180131574",952,33419,"矩形坯",30,46.494,2,"2018-01-31 15:24:31","2018-01-31 15:24:31"
"RK20180131575",952,33419,"矩形坯",30,46.354,2,"2018-01-31 15:25:01","2018-01-31 15:25:01"
"RK20180131577",502,33419,"矩形坯",32,49.5775,2,"2018-01-31 15:26:20","2018-01-31 15:26:20"
"RK20180129809",2242,3109,"热卷",2,25.046,2,"2018-01-31 15:28:07","2018-01-31 15:28:07"
"RK20180131578",2221,372,"普碳中板",4,8.484,2,"2018-01-31 15:28:25","2018-01-31 15:28:25"
"RK20180131578",2221,376,"低合金中板",3,7.8092,2,"2018-01-31 15:28:25","2018-01-31 15:28:25"
"RK20180131580",2316,376,"低合金中板",3,7.8092,2,"2018-01-31 15:29:24","2018-01-31 15:29:24"
"RK20180131580",2316,372,"普碳中板",4,8.484,2,"2018-01-31 15:29:24","2018-01-31 15:29:24"
"RK20180131581",952,33419,"矩形坯",30,47.138,2,"2018-01-31 15:30:25","2018-01-31 15:30:25"
"RK20180131582",344,379,"花纹卷",1,14.679,2,"2018-01-31 15:31:03","2018-01-31 15:31:03"
"RK20180131583",952,33419,"矩形坯",30,47.208,2,"2018-01-31 15:31:31","2018-01-31 15:31:31"
"RK20180130660",2189,3115,"冷卷",2,7.595,2,"2018-01-31 15:32:06","2018-01-31 15:32:06"
"RK20180130678",1588,3115,"冷卷",3,12.824,2,"2018-01-31 15:36:22","2018-01-31 15:36:22"
"RK20180131592",525,3115,"冷卷",4,19.18,2,"2018-01-31 15:38:15","2018-01-31 15:38:15"
"RK20180131595",662,3109,"热卷",1,13.174,2,"2018-01-31 15:39:14","2018-01-31 15:39:14"
"RK20180129813",2242,3109,"热卷",2,25.137,2,"2018-01-31 15:40:41","2018-01-31 15:40:41"
"RK20180129810",2242,3109,"热卷",2,25.074,2,"2018-01-31 15:40:54","2018-01-31 15:40:54"
"RK20180131602",471,3114,"冷板",3,10.766,2,"2018-01-31 15:44:56","2018-01-31 15:44:56"
"RK20180131602",471,3115,"冷卷",2,10.297,2,"2018-01-31 15:44:56","2018-01-31 15:44:56"
"RK20180131601",273,3109,"热卷",4,31.556,2,"2018-01-31 15:45:13","2018-01-31 15:45:13"
"RK20180129812",2242,3109,"热卷",2,25.081,2,"2018-01-31 15:45:40","2018-01-31 15:45:40"
"RK20180130603",1400,3115,"冷卷",6,23.611,2,"2018-01-31 15:51:36","2018-01-31 15:51:36"
"RK20180129825",350,33401,"车轮钢卷",4,44.751,2,"2018-01-31 15:54:58","2018-01-31 15:54:58"
"RK20180130679",1588,3115,"冷卷",1,3.269,2,"2018-01-31 15:55:32","2018-01-31 15:55:32"
"RK20180131615",583,3109,"热卷",2,22.736,2,"2018-01-31 15:57:26","2018-01-31 15:57:26"
"RK20180131618",273,3109,"热卷",6,86.324,2,"2018-01-31 15:59:02","2018-01-31 15:59:02"
"RK20180131617",502,33419,"矩形坯",40,61.8009,2,"2018-01-31 15:59:03","2018-01-31 15:59:03"
"RK20180129804",2242,3109,"热卷",3,37.618,2,"2018-01-31 15:59:25","2018-01-31 15:59:25"
"RK20180130611",1400,3115,"冷卷",5,18.424,2,"2018-01-31 15:59:32","2018-01-31 15:59:32"
"RK20180129732",1400,3109,"热卷",6,37.877,2,"2018-01-31 16:01:20","2018-01-31 16:01:20"
"RK20180131620",1474,3105,"低合金卷",2,36.526,2,"2018-01-31 16:01:36","2018-01-31 16:01:36"
"RK20180131621",1474,3105,"低合金卷",2,36.862,2,"2018-01-31 16:02:35","2018-01-31 16:02:35"
"RK20180131622",1474,3105,"低合金卷",2,35.8715,2,"2018-01-31 16:03:20","2018-01-31 16:03:20"
"RK20180131623",1102,379,"花纹卷",1,6.4085,2,"2018-01-31 16:03:26","2018-01-31 16:03:26"
"RK20180131624",1474,3105,"低合金卷",2,36.0885,2,"2018-01-31 16:04:34","2018-01-31 16:04:34"
"RK20180131625",364,3109,"热卷",1,19.7575,2,"2018-01-31 16:05:13","2018-01-31 16:05:13"
"RK20180131627",273,3109,"热卷",1,15.4245,2,"2018-01-31 16:05:33","2018-01-31 16:05:33"
"RK20180131627",273,3105,"低合金卷",2,25.9525,2,"2018-01-31 16:05:33","2018-01-31 16:05:33"
"RK20180131626",1905,3105,"低合金卷",2,22.666,2,"2018-01-31 16:05:49","2018-01-31 16:05:49"
"RK20180131628",273,3109,"热卷",5,68.985,2,"2018-01-31 16:07:35","2018-01-31 16:07:35"
"RK20180131629",253,3109,"热卷",2,39.564,2,"2018-01-31 16:07:49","2018-01-31 16:07:49"
"RK20180131630",273,3109,"热卷",5,45.668,2,"2018-01-31 16:09:17","2018-01-31 16:09:17"
"RK20180131631",948,3109,"热卷",1,20.104,2,"2018-01-31 16:09:38","2018-01-31 16:09:38"
"RK20180131632",250,3114,"冷板",1,3.892,2,"2018-01-31 16:11:07","2018-01-31 16:11:07"
"RK20180131636",344,3105,"低合金卷",1,19.1905,2,"2018-01-31 16:11:37","2018-01-31 16:11:37"
"RK20180130620",1400,3109,"热卷",4,29.169,2,"2018-01-31 16:11:41","2018-01-31 16:11:41"
"RK20180131635",250,3109,"热卷",1,20.8985,2,"2018-01-31 16:12:00","2018-01-31 16:12:00"
"RK20180130635",972,3115,"冷卷",6,21.833,2,"2018-01-31 16:12:03","2018-01-31 16:12:03"
"RK20180131637",1590,379,"花纹卷",1,7.406,2,"2018-01-31 16:12:53","2018-01-31 16:12:53"
"RK20180131640",399,3114,"冷板",2,7.616,2,"2018-01-31 16:14:05","2018-01-31 16:14:05"
"RK20180131644",502,33419,"矩形坯",36,55.7998,2,"2018-01-31 16:15:19","2018-01-31 16:15:19"
"RK20180131642",344,3105,"低合金卷",2,30.814,2,"2018-01-31 16:15:24","2018-01-31 16:15:24"
"RK20180131646",1458,33414,"低合金中厚板",4,13.9321,2,"2018-01-31 16:15:41","2018-01-31 16:15:41"
"RK20180131646",1458,376,"低合金中板",5,17.4223,2,"2018-01-31 16:15:41","2018-01-31 16:15:41"
"RK20180129748",1400,3109,"热卷",6,38.591,2,"2018-01-31 16:17:06","2018-01-31 16:17:06"
"RK20180131649",344,3109,"热卷",1,20.237,2,"2018-01-31 16:23:19","2018-01-31 16:23:19"
"RK20180131652",414,3109,"热卷",1,19.901,2,"2018-01-31 16:23:45","2018-01-31 16:23:45"
"RK20180131653",2456,3119,"镀锌卷",2,10.78,2,"2018-01-31 16:24:45","2018-01-31 16:24:45"
"RK20180130609",1400,3109,"热卷",6,43.918,2,"2018-01-31 16:25:53","2018-01-31 16:25:53"
"RK20180131654",702,3120,"酸洗卷",1,9.1,2,"2018-01-31 16:26:22","2018-01-31 16:26:22"
"RK20180130608",1400,3115,"冷卷",2,7.658,2,"2018-01-31 16:26:53","2018-01-31 16:26:53"
"RK20180131660",2454,3119,"镀锌卷",43,237.881,2,"2018-01-31 16:27:10","2018-01-31 16:27:10"
"RK20180131658",702,3109,"热卷",1,20.65,2,"2018-01-31 16:30:06","2018-01-31 16:30:06"
"RK20180130631",972,3115,"冷卷",3,11.55,2,"2018-01-31 16:31:11","2018-01-31 16:31:11"
"RK20180131659",471,3114,"冷板",2,7.616,2,"2018-01-31 16:31:33","2018-01-31 16:31:33"
"RK20180131669",2454,3119,"镀锌卷",64,301.665,2,"2018-01-31 16:33:56","2018-01-31 16:33:56"
"RK20180130646",427,3115,"冷卷",3,11.508,2,"2018-01-31 16:34:14","2018-01-31 16:34:14"
"RK20180130663",973,3115,"冷卷",2,7.861,2,"2018-01-31 16:38:46","2018-01-31 16:38:46"
"RK20180131664",344,3105,"低合金卷",1,13.034,2,"2018-01-31 16:38:57","2018-01-31 16:38:57"
"RK20180131666",250,3114,"冷板",2,7.749,2,"2018-01-31 16:39:24","2018-01-31 16:39:24"
"RK20180131670",471,3115,"冷卷",10,36.869,2,"2018-01-31 16:41:30","2018-01-31 16:41:30"
"RK20180131673",2221,372,"普碳中板",8,16.6285,2,"2018-01-31 16:43:23","2018-01-31 16:43:23"
"RK20180130687",297,3115,"冷卷",2,7.84,2,"2018-01-31 16:44:01","2018-01-31 16:44:01"
"RK20180131675",433,372,"普碳中板",8,16.6285,2,"2018-01-31 16:44:22","2018-01-31 16:44:22"
"RK20180131677",502,33419,"矩形坯",40,62.0956,2,"2018-01-31 16:45:47","2018-01-31 16:45:47"
"RK20180131679",843,3120,"酸洗卷",1,7.1155,2,"2018-01-31 16:49:19","2018-01-31 16:49:19"
"RK20180129612",2462,3128,"螺纹钢",24,47.404,2,"2018-01-31 16:58:32","2018-01-31 16:58:32"
"RK20180131685",273,3115,"冷卷",1,6.23,2,"2018-01-31 16:58:45","2018-01-31 16:58:45"
"RK20180131687",273,3115,"冷卷",1,6.678,2,"2018-01-31 17:00:13","2018-01-31 17:00:13"
"RK20180131688",273,3115,"冷卷",1,6.202,2,"2018-01-31 17:00:43","2018-01-31 17:00:43"
"RK20180131689",273,3115,"冷卷",1,5.348,2,"2018-01-31 17:01:18","2018-01-31 17:01:18"
"RK20180131695",502,33419,"矩形坯",36,55.531,2,"2018-01-31 17:02:55","2018-01-31 17:02:55"
"RK20180131696",273,3115,"冷卷",1,5.187,2,"2018-01-31 17:04:11","2018-01-31 17:04:11"
"RK20180131697",273,3115,"冷卷",1,5.88,2,"2018-01-31 17:04:36","2018-01-31 17:04:36"
"RK20180131699",1685,3109,"热卷",1,7.217,2,"2018-01-31 17:04:40","2018-01-31 17:04:40"
"RK20180131698",273,3115,"冷卷",1,3.794,2,"2018-01-31 17:04:59","2018-01-31 17:04:59"
"RK20180131700",273,3115,"冷卷",1,5.607,2,"2018-01-31 17:05:21","2018-01-31 17:05:21"
"RK20180131702",1055,3109,"热卷",1,20.6395,2,"2018-01-31 17:06:01","2018-01-31 17:06:01"
"RK20180131701",273,3115,"冷卷",1,5.488,2,"2018-01-31 17:06:33","2018-01-31 17:06:33"
"RK20180131703",273,3115,"冷卷",2,9.128,2,"2018-01-31 17:07:00","2018-01-31 17:07:00"
"RK20180131705",273,3115,"冷卷",2,12.817,2,"2018-01-31 17:07:25","2018-01-31 17:07:25"
"RK20180131706",948,3109,"热卷",1,19.9325,2,"2018-01-31 17:07:38","2018-01-31 17:07:38"
"RK20180131707",1141,3105,"低合金卷",8,70.6335,2,"2018-01-31 17:08:35","2018-01-31 17:08:35"
"RK20180131709",273,3115,"冷卷",2,9.744,2,"2018-01-31 17:10:45","2018-01-31 17:10:45"
"RK20180131710",410,3114,"冷板",5,19.789,2,"2018-01-31 17:12:10","2018-01-31 17:12:10"
"RK20180131713",273,3115,"冷卷",2,8.309,2,"2018-01-31 17:13:21","2018-01-31 17:13:21"
"RK20180131712",410,3114,"冷板",5,15.246,2,"2018-01-31 17:13:45","2018-01-31 17:13:45"
"RK20180131711",948,3109,"热卷",1,20.846,2,"2018-01-31 17:13:59","2018-01-31 17:13:59"
"RK20180131720",410,3115,"冷卷",1,3.794,2,"2018-01-31 17:20:48","2018-01-31 17:20:48"
"RK20180131722",2472,3109,"热卷",1,14.602,2,"2018-01-31 17:21:05","2018-01-31 17:21:05"
"RK20180131728",502,33419,"矩形坯",36,55.9391,2,"2018-01-31 17:28:50","2018-01-31 17:28:50"
"RK20180129617",2462,3128,"螺纹钢",24,47.796,2,"2018-01-31 17:36:33","2018-01-31 17:36:33"
"RK20180131738",2396,3120,"酸洗卷",2,12.201,2,"2018-01-31 17:55:49","2018-01-31 17:55:49"
"RK20180131738",2396,3115,"冷卷",1,5.754,2,"2018-01-31 17:55:49","2018-01-31 17:55:49"
"RK20180131743",1988,3109,"热卷",2,17.038,2,"2018-01-31 18:01:51","2018-01-31 18:01:51"
"RK20180131745",2149,33320,"镀铝锌卷",1,2.94,2,"2018-01-31 18:03:51","2018-01-31 18:03:51"
"RK20180131747",2221,372,"普碳中板",32,70.9366,2,"2018-01-31 18:08:59","2018-01-31 18:08:59"
"RK20180131748",273,3109,"热卷",1,15.3335,2,"2018-01-31 18:13:08","2018-01-31 18:13:08"
"RK20180131752",1890,3115,"冷卷",3,14.987,2,"2018-01-31 18:20:31","2018-01-31 18:20:31"
"RK20180131753",1055,3109,"热卷",1,20.825,2,"2018-01-31 18:21:57","2018-01-31 18:21:57"
"RK20180131756",364,3114,"冷板",1,3.906,2,"2018-01-31 18:25:34","2018-01-31 18:25:34"
"RK20180131756",364,3115,"冷卷",23,111.657,2,"2018-01-31 18:25:34","2018-01-31 18:25:34"
"RK20180128270",169,3105,"低合金卷",1,20.321,2,"2018-01-31 18:26:59","2018-01-31 18:26:59"
"RK20180128270",169,3109,"热卷",1,20.909,2,"2018-01-31 18:26:59","2018-01-31 18:26:59"
"RK20180130613",1400,3115,"冷卷",3,17.514,2,"2018-01-31 18:29:32","2018-01-31 18:29:32"
"RK20180130667",973,3115,"冷卷",1,6.419,2,"2018-01-31 18:33:58","2018-01-31 18:33:58"
"RK20180130643",194,3109,"热卷",2,41.37,2,"2018-01-31 18:33:58","2018-01-31 18:33:58"
"RK20180131759",2149,33320,"镀铝锌卷",1,3.248,2,"2018-01-31 18:34:32","2018-01-31 18:34:32"
"RK20180131760",1852,323,"无缝管",30,25.0614,2,"2018-01-31 18:34:49","2018-01-31 18:34:49"
"RK20180130666",973,3115,"冷卷",4,21,2,"2018-01-31 18:37:20","2018-01-31 18:37:20"
"RK20180130656",169,3109,"热卷",1,20.7095,2,"2018-01-31 18:38:30","2018-01-31 18:38:30"
"RK20180130656",169,3105,"低合金卷",1,20.7935,2,"2018-01-31 18:38:30","2018-01-31 18:38:30"
"RK20180130600",1161,3120,"酸洗卷",1,4.473,2,"2018-01-31 18:42:21","2018-01-31 18:42:21"
"RK20180130600",1161,3115,"冷卷",5,26.089,2,"2018-01-31 18:42:21","2018-01-31 18:42:21"
"RK20180130644",194,3109,"热卷",2,41.09,2,"2018-01-31 18:47:37","2018-01-31 18:47:37"
"RK20180130691",297,3115,"冷卷",1,5.096,2,"2018-01-31 18:47:58","2018-01-31 18:47:58"
"RK20180130601",1161,3115,"冷卷",4,17.437,2,"2018-01-31 18:48:22","2018-01-31 18:48:22"
"RK20180130649",2397,3120,"酸洗卷",1,7.371,2,"2018-01-31 18:49:34","2018-01-31 18:49:34"
"RK20180130669",973,3115,"冷卷",1,4.291,2,"2018-01-31 18:50:20","2018-01-31 18:50:20"
"RK20180130682",2195,3115,"冷卷",1,7.616,2,"2018-01-31 18:51:29","2018-01-31 18:51:29"
"RK20180130668",973,3115,"冷卷",1,5.18,2,"2018-01-31 18:52:51","2018-01-31 18:52:51"
"RK20180130685",292,3105,"低合金卷",1,20.6815,2,"2018-01-31 18:53:08","2018-01-31 18:53:08"
"RK20180130692",297,3115,"冷卷",1,4.928,2,"2018-01-31 18:53:24","2018-01-31 18:53:24"
"RK20180130618",1400,3115,"冷卷",4,19.152,2,"2018-01-31 18:53:59","2018-01-31 18:53:59"
"RK20180130642",194,3109,"热卷",1,20.7795,2,"2018-01-31 18:54:51","2018-01-31 18:54:51"
"RK20180130647",192,3115,"冷卷",3,17.276,2,"2018-01-31 18:56:51","2018-01-31 18:56:51"
"RK20180130638",194,3105,"低合金卷",1,20.7095,2,"2018-01-31 18:58:16","2018-01-31 18:58:16"
"RK20180130638",194,3109,"热卷",1,20.895,2,"2018-01-31 18:58:16","2018-01-31 18:58:16"
"RK20180130683",292,3105,"低合金卷",1,20.3665,2,"2018-01-31 19:00:25","2018-01-31 19:00:25"
"RK20180130689",297,3115,"冷卷",3,14.868,2,"2018-01-31 19:02:26","2018-01-31 19:02:26"
"RK20180130640",194,3109,"热卷",1,20.6955,2,"2018-01-31 19:02:36","2018-01-31 19:02:36"
"RK20180130632",972,3115,"冷卷",1,5.187,2,"2018-01-31 19:03:29","2018-01-31 19:03:29"
"RK20180130676",760,379,"花纹卷",2,30.9155,2,"2018-01-31 19:05:40","2018-01-31 19:05:40"
"RK20180131768",189,33326,"冷硬卷",4,40.033,2,"2018-01-31 19:06:11","2018-01-31 19:06:11"
"RK20180131770",591,3115,"冷卷",8,41.216,2,"2018-01-31 19:06:53","2018-01-31 19:06:53"
"RK20180131771",189,33326,"冷硬卷",4,42.329,2,"2018-01-31 19:08:03","2018-01-31 19:08:03"
"RK20180131773",189,33326,"冷硬卷",4,39.942,2,"2018-01-31 19:11:01","2018-01-31 19:11:01"
"RK20180130675",760,379,"花纹卷",2,34.244,2,"2018-01-31 19:15:35","2018-01-31 19:15:35"
"RK20180131775",189,33326,"冷硬卷",3,44.107,2,"2018-01-31 19:19:35","2018-01-31 19:19:35"
"RK20180131777",189,33326,"冷硬卷",5,41.937,2,"2018-01-31 19:24:02","2018-01-31 19:24:02"
"RK20180130674",760,379,"花纹卷",2,30.7265,2,"2018-01-31 19:27:49","2018-01-31 19:27:49"
"RK20180131786",627,3138,"硬线",14,20.3602,2,"2018-01-31 19:43:48","2018-01-31 19:43:48"
"RK20180130639",194,3109,"热卷",1,17.4195,2,"2018-01-31 19:46:09","2018-01-31 19:46:09"
"RK20180130677",350,33401,"车轮钢卷",1,18.2,2,"2018-01-31 19:48:13","2018-01-31 19:48:13"
"RK20180131789",627,3138,"硬线",18,26.3256,2,"2018-01-31 19:54:53","2018-01-31 19:54:53"
"RK20180131796",627,3138,"硬线",14,20.4708,2,"2018-01-31 20:07:39","2018-01-31 20:07:39"
"RK20180131807",191,3100,"彩涂卷",20,55.237,2,"2018-01-31 20:44:45","2018-01-31 20:44:45"
"RK20180131811",1959,3109,"热卷",1,5.1135,2,"2018-01-31 20:51:05","2018-01-31 20:51:05"
"RK20180131813",502,33419,"矩形坯",40,61.9416,2,"2018-01-31 20:53:43","2018-01-31 20:53:43"
"RK20180130673",2153,3114,"冷板",8,26.642,2,"2018-01-31 21:03:44","2018-01-31 21:03:44"
"RK20180130636",972,3114,"冷板",5,18.102,2,"2018-01-31 21:08:08","2018-01-31 21:08:08"
"RK20180130690",297,3114,"冷板",3,11.06,2,"2018-01-31 21:15:21","2018-01-31 21:15:21"
"RK20180130672",2153,3114,"冷板",7,26.719,2,"2018-01-31 21:19:03","2018-01-31 21:19:03"
"RK20180130634",972,3114,"冷板",2,7.518,2,"2018-01-31 21:22:15","2018-01-31 21:22:15"
"RK20180131821",1320,323,"无缝管",39,27.1887,2,"2018-01-31 21:23:28","2018-01-31 21:23:28"
"RK20180131823",1320,323,"无缝管",29,24.1906,2,"2018-01-31 21:24:16","2018-01-31 21:24:16"
"RK20180129184",2433,3138,"硬线",24,32.564,2,"2018-01-31 21:27:52","2018-01-31 21:27:52"
"RK20180129185",2433,3138,"硬线",24,32.55,2,"2018-01-31 21:28:27","2018-01-31 21:28:27"
"RK20180130650",169,3114,"冷板",13,45.045,2,"2018-01-31 21:32:06","2018-01-31 21:32:06"
"RK20180131826",502,33419,"矩形坯",40,61.6868,2,"2018-01-31 21:35:03","2018-01-31 21:35:03"
