"c2014","c2015","c2016","c2017","c2018","c2019","c2020","c2021","c2022"
"CK20180131148",952,33419,"矩形坯",36,55.9818,11,"2018-01-31 06:45:37","2018-01-31 06:45:37"
"CK20180131149",502,33419,"矩形坯",36,55.9818,11,"2018-01-31 06:46:49","2018-01-31 06:47:06"
"CK20180131150",952,33419,"矩形坯",36,55.8705,11,"2018-01-31 07:06:27","2018-01-31 07:06:27"
"CK20180131151",502,33419,"矩形坯",36,55.8705,11,"2018-01-31 07:07:43","2018-01-31 07:08:01"
"CK20180131152",952,33419,"矩形坯",36,55.7844,11,"2018-01-31 07:18:03","2018-01-31 07:18:03"
"CK20180131153",502,33419,"矩形坯",36,55.7844,11,"2018-01-31 07:19:12","2018-01-31 07:19:29"
"CK20180131154",952,33419,"矩形坯",36,55.9678,11,"2018-01-31 07:51:26","2018-01-31 07:51:26"
"CK20180131155",502,33419,"矩形坯",36,55.9678,11,"2018-01-31 07:52:38","2018-01-31 07:52:56"
"CK20180131156",952,33419,"矩形坯",32,49.6517,11,"2018-01-31 08:17:24","2018-01-31 08:17:24"
"CK20180131157",502,33419,"矩形坯",32,49.6517,11,"2018-01-31 08:18:25","2018-01-31 08:18:42"
"CKW20180131001",194,3109,"热卷",1,20.776,11,"2018-01-31 08:25:50","2018-01-31 08:25:50"
"CKW20180131002",273,394,"大梁卷",1,15.575,11,"2018-01-31 08:38:15","2018-01-31 08:38:15"
"CKW20180131003",2221,3105,"低合金卷",1,18.312,11,"2018-01-31 08:44:29","2018-01-31 08:44:29"
"CK20180131158",952,33419,"矩形坯",40,62.0732,11,"2018-01-31 08:49:27","2018-01-31 08:49:27"
"CK20180131159",502,33419,"矩形坯",40,62.0732,11,"2018-01-31 08:51:12","2018-01-31 08:51:33"
"CKW20180131004",789,33320,"镀铝锌卷",4,23.366,11,"2018-01-31 08:57:13","2018-01-31 08:57:13"
"CK20180131160",952,33419,"矩形坯",36,55.7347,11,"2018-01-31 09:02:10","2018-01-31 09:02:10"
"CK20180131161",502,33419,"矩形坯",36,55.7347,11,"2018-01-31 09:03:18","2018-01-31 09:03:38"
"CK20180131164",952,33419,"矩形坯",36,56.0749,11,"2018-01-31 09:16:06","2018-01-31 09:16:06"
"CK20180131165",502,33419,"矩形坯",36,56.0749,11,"2018-01-31 09:17:14","2018-01-31 09:17:33"
"CK20180130661",591,3115,"冷卷",1,3.913,11,"2018-01-30 17:23:44","2018-01-31 09:22:03"
"CK20180130671",364,3115,"冷卷",1,5.446,11,"2018-01-30 17:27:03","2018-01-31 09:22:53"
"CK20180130664",364,3115,"冷卷",1,5.054,11,"2018-01-30 17:23:58","2018-01-31 09:23:23"
"CK20180130665",364,3115,"冷卷",1,5.243,11,"2018-01-30 17:24:16","2018-01-31 09:24:11"
"CK20180131168",169,3119,"镀锌卷",1,5.908,11,"2018-01-31 09:24:21","2018-01-31 09:24:21"
"CK20180130760",364,3115,"冷卷",1,6.076,11,"2018-01-30 18:46:22","2018-01-31 09:24:43"
"CK20180130758",591,3115,"冷卷",1,3.507,11,"2018-01-30 18:45:51","2018-01-31 09:25:10"
"CK20180130740",364,3115,"冷卷",1,4.333,11,"2018-01-30 18:28:30","2018-01-31 09:25:45"
"CKW20180131005",273,3115,"冷卷",4,11.144,11,"2018-01-31 09:27:25","2018-01-31 09:27:25"
"CK20180131167",649,3109,"热卷",2,36.736,11,"2018-01-31 09:23:03","2018-01-31 09:30:46"
"CK20180131178",169,318,"连铸方坯",8,40.922,11,"2018-01-31 09:36:45","2018-01-31 09:36:45"
"CK20180131166",1346,3115,"冷卷",6,22.603,11,"2018-01-31 09:22:31","2018-01-31 09:38:01"
"CK20180131183",169,318,"连铸方坯",8,40.712,11,"2018-01-31 09:38:19","2018-01-31 09:38:19"
"CKW20180131006",1774,33320,"镀铝锌卷",6,41.573,11,"2018-01-31 09:40:25","2018-01-31 09:40:25"
"CK20180131184",1640,350,"不锈钢板",5,4.9945,11,"2018-01-31 09:40:37","2018-01-31 09:40:37"
"CK20180131185",952,33419,"矩形坯",36,56.0343,11,"2018-01-31 09:42:54","2018-01-31 09:42:54"
"CK20180131188",502,33419,"矩形坯",36,56.0343,11,"2018-01-31 09:44:21","2018-01-31 09:44:39"
"CKW20180131007",273,3115,"冷卷",3,19.803,11,"2018-01-31 09:52:33","2018-01-31 09:52:33"
"CK20180131189",973,3115,"冷卷",9,37.205,11,"2018-01-31 09:47:19","2018-01-31 09:52:57"
"CK20180131191",952,33419,"矩形坯",36,55.6241,11,"2018-01-31 09:56:22","2018-01-31 09:56:22"
"CK20180131192",502,33419,"矩形坯",36,55.6241,11,"2018-01-31 09:58:17","2018-01-31 09:58:35"
"CK20180131199",952,33419,"矩形坯",36,55.9874,11,"2018-01-31 10:05:29","2018-01-31 10:05:29"
"CKW20180131008",2454,3119,"镀锌卷",1,5.579,11,"2018-01-31 10:06:21","2018-01-31 10:06:21"
"CK20180131201",952,33419,"矩形坯",36,56.0014,11,"2018-01-31 10:06:25","2018-01-31 10:06:25"
"CKW20180131009",353,3109,"热卷",1,15.33,11,"2018-01-31 10:07:11","2018-01-31 10:07:11"
"CK20180131203",502,33419,"矩形坯",36,55.9874,11,"2018-01-31 10:07:33","2018-01-31 10:07:50"
"CK20180131204",502,33419,"矩形坯",36,56.0014,11,"2018-01-31 10:07:50","2018-01-31 10:08:03"
"CKW20180131010",972,3115,"冷卷",1,6.601,11,"2018-01-31 10:09:14","2018-01-31 10:09:14"
"CK20180131210",1905,3109,"热卷",2,22.834,11,"2018-01-31 10:10:46","2018-01-31 10:10:46"
"CK20180131213",2439,3105,"低合金卷",1,15.449,11,"2018-01-31 10:16:25","2018-01-31 10:16:25"
"CK20180131193",1223,3115,"冷卷",2,7.945,11,"2018-01-31 09:58:55","2018-01-31 10:19:22"
"CK20180131194",1223,3115,"冷卷",1,5.019,11,"2018-01-31 09:59:15","2018-01-31 10:19:50"
"CK20180131225",952,33419,"矩形坯",36,55.7312,11,"2018-01-31 10:28:43","2018-01-31 10:28:43"
"CK20180131226",502,33419,"矩形坯",36,55.7312,11,"2018-01-31 10:29:52","2018-01-31 10:29:59"
"CK20180131227",952,33419,"矩形坯",36,55.8159,11,"2018-01-31 10:30:02","2018-01-31 10:30:02"
"CK20180131228",502,33419,"矩形坯",36,55.8159,11,"2018-01-31 10:31:52","2018-01-31 10:32:11"
"CK20180131233",623,394,"大梁卷",1,15.3475,11,"2018-01-31 10:35:12","2018-01-31 10:35:12"
"CK20180131202",435,3105,"低合金卷",1,18.137,11,"2018-01-31 10:07:00","2018-01-31 10:35:56"
"CK20180131200",435,3109,"热卷",2,42.217,11,"2018-01-31 10:06:47","2018-01-31 10:36:08"
"CKW20180131012",194,3109,"热卷",1,20.965,11,"2018-01-31 10:39:23","2018-01-31 10:39:23"
"CKW20180131013",1425,3109,"热卷",1,5.922,11,"2018-01-31 10:41:30","2018-01-31 10:41:30"
"CKW20180131014",268,3109,"热卷",3,47.264,11,"2018-01-31 10:41:43","2018-01-31 10:41:43"
"CKW20180131015",1425,3109,"热卷",1,5.88,11,"2018-01-31 10:42:08","2018-01-31 10:42:08"
"CK20180131224",1668,3109,"热卷",1,15.239,11,"2018-01-31 10:20:39","2018-01-31 10:42:13"
"CK20180131223",649,3109,"热卷",1,18.347,11,"2018-01-31 10:20:26","2018-01-31 10:43:08"
"CK20180131208",1668,3109,"热卷",1,12.53,11,"2018-01-31 10:08:42","2018-01-31 10:43:37"
"CK20180131240",1161,3109,"热卷",1,15.113,11,"2018-01-31 10:46:35","2018-01-31 10:46:35"
"CK20180131241",1161,3109,"热卷",1,3.71,11,"2018-01-31 10:47:05","2018-01-31 10:47:05"
"CK20180131242",1161,3109,"热卷",1,2.471,11,"2018-01-31 10:47:43","2018-01-31 10:47:43"
"CK20180131243",1161,3109,"热卷",3,37.835,11,"2018-01-31 10:48:07","2018-01-31 10:48:07"
"CK20180131244",1161,3109,"热卷",1,14.602,11,"2018-01-31 10:48:41","2018-01-31 10:48:41"
"CKW20180131016",498,3109,"热卷",1,21.0245,11,"2018-01-31 10:48:49","2018-01-31 10:48:49"
"CK20180131245",1161,3109,"热卷",1,2.142,11,"2018-01-31 10:49:06","2018-01-31 10:49:06"
"CK20180131246",1161,3109,"热卷",2,23.751,11,"2018-01-31 10:49:33","2018-01-31 10:49:33"
"CK20180131247",1161,3109,"热卷",1,2.254,11,"2018-01-31 10:50:04","2018-01-31 10:50:04"
"CK20180131248",1161,3109,"热卷",1,11.466,11,"2018-01-31 10:50:28","2018-01-31 10:50:28"
"CK20180131250",1161,3109,"热卷",6,71.316,11,"2018-01-31 10:50:53","2018-01-31 10:50:53"
"CK20180131251",1400,3105,"低合金卷",1,19.11,11,"2018-01-31 10:51:56","2018-01-31 10:51:56"
"CK20180131252",952,33419,"矩形坯",32,49.5747,11,"2018-01-31 10:52:43","2018-01-31 10:52:43"
"CKW20180131017",2156,3105,"低合金卷",1,19.11,11,"2018-01-31 10:52:50","2018-01-31 10:52:50"
"CKW20180131018",907,3109,"热卷",1,19.6945,11,"2018-01-31 10:53:05","2018-01-31 10:53:05"
"CK20180131253",502,33419,"矩形坯",32,49.5747,11,"2018-01-31 10:53:56","2018-01-31 10:54:03"
"CK20180131234",297,3109,"热卷",2,30.534,11,"2018-01-31 10:35:33","2018-01-31 10:54:18"
"CK20180131235",414,3109,"热卷",1,4.487,11,"2018-01-31 10:35:41","2018-01-31 10:54:58"
"CK20180131232",427,3119,"镀锌卷",3,11.48,11,"2018-01-31 10:34:17","2018-01-31 10:57:36"
"CK20180131239",427,3119,"镀锌卷",2,8.141,11,"2018-01-31 10:43:54","2018-01-31 10:58:10"
"CKW20180131019",267,3109,"热卷",1,14.588,11,"2018-01-31 10:58:49","2018-01-31 10:58:49"
"CK20180131249",177,3115,"冷卷",1,6.2825,11,"2018-01-31 10:50:54","2018-01-31 11:01:44"
"CKW20180131020",1693,394,"大梁卷",1,15.3475,11,"2018-01-31 11:04:03","2018-01-31 11:04:03"
"CKW20180131021",948,394,"大梁卷",1,16.73,11,"2018-01-31 11:05:53","2018-01-31 11:05:53"
"CK20180131254",1850,3115,"冷卷",1,4.641,11,"2018-01-31 10:59:31","2018-01-31 11:07:15"
"CK20180131011",189,3109,"热卷",2,26.964,11,"2018-01-31 00:05:53","2018-01-31 11:08:12"
"CK20180131005",189,3109,"热卷",4,53.536,11,"2018-01-31 00:03:02","2018-01-31 11:08:33"
"CK20180131004",189,3109,"热卷",4,56.665,11,"2018-01-31 00:02:45","2018-01-31 11:08:47"
"CK20180131002",189,3109,"热卷",3,40.264,11,"2018-01-31 00:02:27","2018-01-31 11:09:02"
"CK20180131001",189,3109,"热卷",3,38.465,11,"2018-01-31 00:01:12","2018-01-31 11:09:17"
"CK20180131258",189,33326,"冷硬卷",4,58.205,11,"2018-01-31 11:08:10","2018-01-31 11:09:19"
"CKW20180131022",297,3109,"热卷",2,30.506,11,"2018-01-31 11:11:15","2018-01-31 11:11:15"
"CKW20180131024",907,3109,"热卷",1,14.588,11,"2018-01-31 11:13:22","2018-01-31 11:13:22"
"CKW20180131023",1590,379,"花纹卷",2,10.794,11,"2018-01-31 11:13:41","2018-01-31 11:13:41"
"CKW20180131025",194,3109,"热卷",1,19.649,11,"2018-01-31 11:15:15","2018-01-31 11:15:15"
"CKW20180131026",194,3109,"热卷",1,14.651,11,"2018-01-31 11:15:53","2018-01-31 11:15:53"
"CKW20180131027",1774,33320,"镀铝锌卷",2,12.075,11,"2018-01-31 11:19:57","2018-01-31 11:19:57"
"CK20180131266",216,3109,"热卷",1,20.272,11,"2018-01-31 11:21:36","2018-01-31 11:21:36"
"CK20180131269",1991,323,"无缝管",827,101.9774,11,"2018-01-31 11:22:04","2018-01-31 11:22:04"
"CK20180131272",1691,3109,"热卷",15,304.3082,11,"2018-01-31 11:23:13","2018-01-31 11:23:13"
"CK20180131259",1711,3120,"酸洗卷",1,8.218,11,"2018-01-31 11:10:05","2018-01-31 11:24:52"
"CK20180131257",1711,3105,"低合金卷",1,14.532,11,"2018-01-31 11:04:44","2018-01-31 11:25:18"
"CK20180131257",1711,3109,"热卷",2,17.99,11,"2018-01-31 11:04:44","2018-01-31 11:25:18"
"CK20180131273",297,3109,"热卷",1,14.658,11,"2018-01-31 11:25:57","2018-01-31 11:25:57"
"CK20180131274",1691,3109,"热卷",6,120.61,11,"2018-01-31 11:26:11","2018-01-31 11:26:11"
"CKW20180131028",250,3109,"热卷",1,20.272,11,"2018-01-31 11:26:54","2018-01-31 11:26:54"
"CKW20180131029",189,3109,"热卷",4,78.057,11,"2018-01-31 11:26:55","2018-01-31 11:26:55"
"CK20180131275",1691,3109,"热卷",4,80.7555,11,"2018-01-31 11:27:23","2018-01-31 11:27:23"
"CK20180131276",952,33419,"矩形坯",40,61.7491,11,"2018-01-31 11:29:40","2018-01-31 11:29:40"
"CKW20180131030",1202,3109,"热卷",1,14.553,11,"2018-01-31 11:30:10","2018-01-31 11:30:10"
"CK20180131277",502,33419,"矩形坯",40,61.7491,11,"2018-01-31 11:30:49","2018-01-31 11:30:55"
"CK20180131261",273,3105,"低合金卷",1,14.077,11,"2018-01-31 11:12:05","2018-01-31 11:32:09"
"CK20180131262",1476,3109,"热卷",1,14.42,11,"2018-01-31 11:13:06","2018-01-31 11:32:57"
"CK20180131264",2180,3109,"热卷",1,12.628,11,"2018-01-31 11:14:39","2018-01-31 11:33:51"
"CK20180131278",1947,33490,"焊丝焊线",13,18.5668,11,"2018-01-31 11:36:31","2018-01-31 11:37:01"
"CK20180131281",1400,3120,"酸洗卷",5,31.458,11,"2018-01-31 11:37:23","2018-01-31 11:37:23"
"CK20180131280",1947,33490,"焊丝焊线",3,4.2616,11,"2018-01-31 11:37:06","2018-01-31 11:37:24"
"CK20180131283",702,3120,"酸洗卷",5,31.458,11,"2018-01-31 11:38:15","2018-01-31 11:38:15"
"CK20180131284",169,3114,"冷板",3,11.823,11,"2018-01-31 11:39:17","2018-01-31 11:39:17"
"CK20180131286",1737,376,"低合金中板",9,16.8007,11,"2018-01-31 11:39:42","2018-01-31 11:39:42"
"CK20180131285",169,3114,"冷板",1,3.129,11,"2018-01-31 11:39:49","2018-01-31 11:39:49"
"CK20180131287",2182,318,"连铸方坯",8,40.922,11,"2018-01-31 11:42:25","2018-01-31 11:42:46"
"CK20180131279",1400,3109,"热卷",4,61.719,11,"2018-01-31 11:36:47","2018-01-31 11:43:30"
"CK20180131265",189,33326,"冷硬卷",4,59.71,11,"2018-01-31 11:19:44","2018-01-31 11:44:48"
"CK20180131263",1699,3115,"冷卷",4,18.802,11,"2018-01-31 11:14:17","2018-01-31 11:47:15"
"CK20180131291",952,33419,"矩形坯",40,62.1124,11,"2018-01-31 11:52:26","2018-01-31 11:52:26"
"CK20180131292",216,3105,"低合金卷",1,20.4155,11,"2018-01-31 11:53:00","2018-01-31 11:53:00"
"CK20180131293",502,33419,"矩形坯",40,62.1124,11,"2018-01-31 11:53:35","2018-01-31 11:53:45"
"CK20180131294",1947,33490,"焊丝焊线",16,22.6863,11,"2018-01-31 11:54:38","2018-01-31 11:55:01"
"CK20180131295",972,3114,"冷板",1,3.703,11,"2018-01-31 11:57:21","2018-01-31 11:57:39"
"CK20180131296",972,3114,"冷板",1,3.304,11,"2018-01-31 11:58:17","2018-01-31 11:58:34"
"CK20180131297",972,3114,"冷板",1,3.591,11,"2018-01-31 11:59:10","2018-01-31 11:59:27"
"CKW20180131031",397,3105,"低合金卷",1,20.4155,11,"2018-01-31 11:59:42","2018-01-31 11:59:42"
"CK20180131288",973,3115,"冷卷",10,36.862,11,"2018-01-31 11:48:14","2018-01-31 12:19:04"
"CK20180131302",501,3128,"螺纹钢",34,69.4169,11,"2018-01-31 12:42:30","2018-01-31 12:42:49"
"CKW20180131032",2124,3109,"热卷",2,39.6655,11,"2018-01-31 12:45:03","2018-01-31 12:45:03"
"CK20180131308",169,3115,"冷卷",3,11.634,11,"2018-01-31 12:45:37","2018-01-31 12:45:37"
"CK20180131305",189,33326,"冷硬卷",4,60.578,11,"2018-01-31 12:46:20","2018-01-31 12:46:52"
"CK20180131311",169,3115,"冷卷",4,18.802,11,"2018-01-31 12:50:39","2018-01-31 12:50:39"
"CK20180131314",1721,321,"重轨",20,10.696,11,"2018-01-31 12:53:15","2018-01-31 12:53:36"
"CK20180131317",189,33326,"冷硬卷",4,59.08,11,"2018-01-31 12:53:39","2018-01-31 12:55:21"
"CK20180131318",273,3115,"冷卷",4,27.678,11,"2018-01-31 12:57:15","2018-01-31 12:57:15"
"CK20180131319",952,33419,"矩形坯",36,55.6983,11,"2018-01-31 13:00:07","2018-01-31 13:00:07"
"CK20180131321",192,379,"花纹卷",1,15.26,11,"2018-01-31 13:02:22","2018-01-31 13:02:22"
"CK20180131320",502,33419,"矩形坯",36,55.6983,11,"2018-01-31 13:02:15","2018-01-31 13:02:34"
"CKW20180131033",1118,379,"花纹卷",1,15.26,11,"2018-01-31 13:04:19","2018-01-31 13:04:19"
"CKW20180131034",2124,3109,"热卷",4,81.396,11,"2018-01-31 13:06:23","2018-01-31 13:06:23"
"CK20180131324",194,3109,"热卷",1,20.881,11,"2018-01-31 13:07:09","2018-01-31 13:07:09"
"CK20180131322",273,3115,"冷卷",1,5.425,11,"2018-01-31 13:07:26","2018-01-31 13:07:26"
"CK20180131323",972,3114,"冷板",2,7.511,11,"2018-01-31 13:07:45","2018-01-31 13:07:45"
"CKW20180131035",2124,3109,"热卷",4,81.2427,11,"2018-01-31 13:07:58","2018-01-31 13:07:58"
"CK20180131325",1814,3115,"冷卷",1,4.886,11,"2018-01-31 13:08:34","2018-01-31 13:08:34"
"CKW20180131036",194,3105,"低合金卷",1,20.447,11,"2018-01-31 13:09:17","2018-01-31 13:09:17"
"CKW20180131037",2124,3109,"热卷",4,81.1965,11,"2018-01-31 13:09:18","2018-01-31 13:09:18"
"CK20180131326",297,3114,"冷板",2,7.014,11,"2018-01-31 13:10:18","2018-01-31 13:10:18"
"CKW20180131038",318,3115,"冷卷",2,13.16,11,"2018-01-31 13:12:06","2018-01-31 13:12:06"
"CKW20180131039",318,3115,"冷卷",1,4.886,11,"2018-01-31 13:12:52","2018-01-31 13:12:52"
"CK20180131328",1046,372,"普碳中板",67,126.1176,11,"2018-01-31 13:14:43","2018-01-31 13:14:43"
"CKW20180131040",194,3105,"低合金卷",1,7.042,11,"2018-01-31 13:19:54","2018-01-31 13:19:54"
"CK20180131329",952,33419,"矩形坯",36,55.9468,11,"2018-01-31 13:23:22","2018-01-31 13:23:22"
"CK20180131337",760,3109,"热卷",2,39.5675,11,"2018-01-31 13:24:36","2018-01-31 13:24:36"
"CK20180131330",502,33419,"矩形坯",36,55.9468,11,"2018-01-31 13:24:42","2018-01-31 13:25:01"
"CK20180131338",297,379,"花纹卷",1,14.511,11,"2018-01-31 13:26:17","2018-01-31 13:26:17"
"CKW20180131041",1850,3115,"冷卷",1,5.425,11,"2018-01-31 13:27:07","2018-01-31 13:27:07"
"CK20180131339",169,3114,"冷板",3,10.703,11,"2018-01-31 13:27:15","2018-01-31 13:27:15"
"CKW20180131042",194,3105,"低合金卷",3,60.585,11,"2018-01-31 13:28:40","2018-01-31 13:28:40"
"CKW20180131043",194,3105,"低合金卷",5,34.657,11,"2018-01-31 13:32:54","2018-01-31 13:32:54"
"CK20180131345",1668,3109,"热卷",1,20.881,11,"2018-01-31 13:39:50","2018-01-31 13:39:50"
"CK20180131348",169,3119,"镀锌卷",17,74.41,11,"2018-01-31 13:40:40","2018-01-31 13:40:40"
"CK20180131340",1668,3119,"镀锌卷",5,20.797,11,"2018-01-31 13:28:25","2018-01-31 13:41:24"
"CK20180131346",952,33419,"矩形坯",36,55.7025,11,"2018-01-31 13:42:24","2018-01-31 13:42:24"
"CK20180131347",502,33419,"矩形坯",36,55.7025,11,"2018-01-31 13:44:36","2018-01-31 13:44:54"
"CKW20180131044",1077,3109,"热卷",1,20.881,11,"2018-01-31 13:46:47","2018-01-31 13:46:47"
"CK20180131352",501,3128,"螺纹钢",24,47.6,11,"2018-01-31 13:47:04","2018-01-31 13:47:42"
"CKW20180131045",245,379,"花纹卷",1,14.735,11,"2018-01-31 13:51:57","2018-01-31 13:51:57"
"CK20180131353",1589,3109,"热卷",1,20.4295,11,"2018-01-31 13:47:40","2018-01-31 13:58:19"
"CK20180131368",952,33419,"矩形坯",36,55.916,11,"2018-01-31 14:02:44","2018-01-31 14:02:44"
"CK20180131370",502,33419,"矩形坯",36,55.916,11,"2018-01-31 14:04:41","2018-01-31 14:04:59"
"CKW20180131046",345,3115,"冷卷",2,8.652,11,"2018-01-31 14:08:11","2018-01-31 14:08:11"
"CK20180131372",297,3115,"冷卷",4,17.696,11,"2018-01-31 14:08:13","2018-01-31 14:08:13"
"CK20180131374",297,3114,"冷板",4,15.645,11,"2018-01-31 14:10:24","2018-01-31 14:10:24"
"CK20180131373",501,3128,"螺纹钢",24,47.6,11,"2018-01-31 14:10:26","2018-01-31 14:10:51"
"CK20180131375",297,3114,"冷板",3,10.416,11,"2018-01-31 14:11:31","2018-01-31 14:11:31"
"CKW20180131047",350,33401,"车轮钢卷",1,19.628,11,"2018-01-31 14:11:36","2018-01-31 14:11:36"
"CK20180131380",297,3114,"冷板",3,9.877,11,"2018-01-31 14:12:42","2018-01-31 14:12:42"
"CK20180131371",948,3109,"热卷",1,14.658,11,"2018-01-31 14:06:52","2018-01-31 14:12:47"
"CKW20180131048",948,3109,"热卷",2,39.5675,11,"2018-01-31 14:13:31","2018-01-31 14:13:31"
"CK20180131383",297,3114,"冷板",5,19.341,11,"2018-01-31 14:14:11","2018-01-31 14:14:11"
"CK20180131386",297,3114,"冷板",3,11.011,11,"2018-01-31 14:15:32","2018-01-31 14:15:32"
"CK20180131388",297,3114,"冷板",3,11.606,11,"2018-01-31 14:16:32","2018-01-31 14:16:32"
"CKW20180131049",318,3115,"冷卷",1,5.152,11,"2018-01-31 14:16:52","2018-01-31 14:16:52"
"CKW20180131050",1959,3109,"热卷",1,12.642,11,"2018-01-31 14:17:08","2018-01-31 14:17:08"
"CKW20180131051",273,3115,"冷卷",2,12.768,11,"2018-01-31 14:19:33","2018-01-31 14:19:33"
"CK20180131393",216,3109,"热卷",1,20.874,11,"2018-01-31 14:22:21","2018-01-31 14:22:21"
"CKW20180131053",972,3115,"冷卷",1,3.773,11,"2018-01-31 14:24:41","2018-01-31 14:24:41"
"CKW20180131054",2164,3115,"冷卷",1,4.844,11,"2018-01-31 14:25:49","2018-01-31 14:25:49"
"CK20180131363",427,3115,"冷卷",3,15.141,11,"2018-01-31 13:52:57","2018-01-31 14:26:09"
"CK20180131327",427,3115,"冷卷",2,11.081,11,"2018-01-31 13:13:49","2018-01-31 14:26:48"
"CK20180131351",364,3115,"冷卷",1,5.369,11,"2018-01-31 13:46:04","2018-01-31 14:27:14"
"CK20180131399",192,3115,"冷卷",3,9.653,11,"2018-01-31 14:27:14","2018-01-31 14:27:14"
"CK20180131399",192,3114,"冷板",4,12.439,11,"2018-01-31 14:27:14","2018-01-31 14:27:14"
"CK20180131342",364,3115,"冷卷",1,5.124,11,"2018-01-31 13:32:49","2018-01-31 14:27:49"
"CK20180131398",501,376,"低合金中板",34,57.764,11,"2018-01-31 14:26:58","2018-01-31 14:27:54"
"CK20180131341",364,3115,"冷卷",1,4.872,11,"2018-01-31 13:30:51","2018-01-31 14:28:11"
"CK20180131400",192,3114,"冷板",4,12.32,11,"2018-01-31 14:28:25","2018-01-31 14:28:25"
"CK20180131401",192,3114,"冷板",6,20.587,11,"2018-01-31 14:29:26","2018-01-31 14:29:26"
"CK20180131402",273,3115,"冷卷",1,5.803,11,"2018-01-31 14:30:24","2018-01-31 14:30:24"
"CK20180131403",192,3114,"冷板",3,10.801,11,"2018-01-31 14:30:36","2018-01-31 14:30:36"
"CK20180131404",169,3119,"镀锌卷",7,30.373,11,"2018-01-31 14:31:03","2018-01-31 14:31:03"
"CK20180131387",189,33326,"冷硬卷",4,60.284,11,"2018-01-31 14:16:06","2018-01-31 14:34:53"
"CKW20180131055",701,33320,"镀铝锌卷",6,19.705,11,"2018-01-31 14:35:13","2018-01-31 14:35:13"
"CK20180131407",1400,33320,"镀铝锌卷",23,161.987,11,"2018-01-31 14:35:32","2018-01-31 14:35:32"
"CK20180131343",1476,3109,"热卷",1,8.526,11,"2018-01-31 13:36:06","2018-01-31 14:39:18"
"CKW20180131056",193,379,"花纹卷",1,14.742,11,"2018-01-31 14:39:47","2018-01-31 14:39:47"
"CK20180131410",169,3109,"热卷",6,72.723,11,"2018-01-31 14:39:50","2018-01-31 14:39:50"
"CK20180131364",1668,3109,"热卷",1,9.9435,11,"2018-01-31 13:53:19","2018-01-31 14:40:23"
"CK20180131416",169,3109,"热卷",14,173.894,11,"2018-01-31 14:40:59","2018-01-31 14:40:59"
"CK20180131415",194,3115,"冷卷",1,7.644,11,"2018-01-31 14:41:50","2018-01-31 14:41:50"
"CK20180131415",273,3115,"冷卷",1,7.497,11,"2018-01-31 14:41:50","2018-01-31 14:41:50"
"CK20180131421",169,3109,"热卷",24,293.482,11,"2018-01-31 14:42:38","2018-01-31 14:42:38"
"CK20180131418",952,33419,"矩形坯",36,55.7529,11,"2018-01-31 14:43:20","2018-01-31 14:43:20"
"CK20180131424",502,33419,"矩形坯",36,55.7529,11,"2018-01-31 14:44:18","2018-01-31 14:44:24"
"CK20180131427",169,3109,"热卷",33,406.602,11,"2018-01-31 14:44:39","2018-01-31 14:44:39"
"CK20180131406",1346,3115,"冷卷",5,22.659,11,"2018-01-31 14:33:58","2018-01-31 14:45:18"
"CK20180131429",169,3109,"热卷",25,305.697,11,"2018-01-31 14:47:25","2018-01-31 14:47:25"
"CK20180131430",169,3109,"热卷",10,114.856,11,"2018-01-31 14:50:12","2018-01-31 14:50:12"
"CKW20180131057",1668,3109,"热卷",1,14.574,11,"2018-01-31 14:50:49","2018-01-31 14:50:49"
"CK20180131432",169,3109,"热卷",3,37.037,11,"2018-01-31 14:51:17","2018-01-31 14:51:17"
"CK20180131441",169,3109,"热卷",97,1180.34,11,"2018-01-31 14:54:47","2018-01-31 14:54:47"
"CKW20180131058",701,33320,"镀铝锌卷",6,21.357,11,"2018-01-31 14:55:00","2018-01-31 14:55:00"
"CK20180131438",2431,3109,"热卷",3,62.0347,11,"2018-01-31 14:57:25","2018-01-31 14:57:25"
"CK20180131437",501,3128,"螺纹钢",36,59.85,11,"2018-01-31 14:57:19","2018-01-31 14:57:46"
"CK20180131444",952,33419,"矩形坯",36,55.9538,11,"2018-01-31 15:02:19","2018-01-31 15:02:19"
"CK20180131446",502,33419,"矩形坯",36,55.9538,11,"2018-01-31 15:03:39","2018-01-31 15:03:57"
"CK20180131449",1128,372,"普碳中板",5,8.1487,11,"2018-01-31 15:04:07","2018-01-31 15:04:07"
"CK20180131451",345,3115,"冷卷",1,5.593,11,"2018-01-31 15:05:29","2018-01-31 15:05:29"
"CK20180131405",193,3109,"热卷",2,29.281,11,"2018-01-31 14:32:54","2018-01-31 15:06:41"
"CKW20180131059",1668,3109,"热卷",3,62.0347,11,"2018-01-31 15:07:07","2018-01-31 15:07:07"
"CK20180131453",216,3109,"热卷",1,12.53,11,"2018-01-31 15:08:21","2018-01-31 15:08:21"
"CKW20180131060",250,3109,"热卷",1,12.53,11,"2018-01-31 15:09:04","2018-01-31 15:09:04"
"CK20180131417",1346,3115,"冷卷",3,16.002,11,"2018-01-31 14:42:21","2018-01-31 15:10:18"
"CK20180131456",1346,3115,"冷卷",4,16.303,11,"2018-01-31 15:12:30","2018-01-31 15:12:39"
"CK20180131457",1737,372,"普碳中板",6,15.3573,11,"2018-01-31 15:12:33","2018-01-31 15:12:44"
